Symbol	Training_Set	NetWAS_Score
DOCK4	-1	-0.557368
MOK	0	-0.557376
FAM120A	-1	-0.557381
KLLN	0	-0.557402
HAUS6	0	-0.557419
CLYBL	-1	-0.557423
ABTB1	-1	-0.557493
MBLAC2	0	-0.557506
PAK1	-1	-0.557569
LOC100132363	0	-0.557586
OGFOD3	0	-0.557659
BACE2	-1	-0.557729
MACROD1	-1	-0.557739
RARB	-1	-0.55776
OR4C13	-1	-0.557766
PLA2G16	-1	-0.557796
EXPH5	-1	-0.55784
PKDCC	0	-0.557848
CLDN4	-1	-0.557858
PKDREJ	-1	-0.55788
CBX6	-1	-0.557911
FLT3	-1	-0.557944
GRHL3	-1	-0.557978
CAPRIN2	-1	-0.558001
CLCN7	-1	-0.558008
MTG2	0	-0.558009
NAP1L1	-1	-0.55806
VMAC	0	-0.558067
MSN	0	-0.558102
ZFP2	-1	-0.558105
GTF2H2D	0	-0.558233
KRTAP6-2	-1	-0.558242
LINGO1	-1	-0.558263
ZNF843	-1	-0.558268
QRFP	-1	-0.558268
DUSP4	-1	-0.558282
ACPT	0	-0.558368
C3orf17	0	-0.558381
CCL17	-1	-0.558395
RIN3	-1	-0.55845
RCSD1	-1	-0.55847
TBC1D12	-1	-0.5585
RBKS	-1	-0.558523
ITGB6	-1	-0.558539
XAGE1E	0	-0.558547
XAGE1C	0	-0.558547
MTHFD2	-1	-0.558566
PNKD	-1	-0.558568
ULK3	-1	-0.55869
MMP28	-1	-0.558749
SPIC	-1	-0.558768
FUNDC2	0	-0.558796
CKMT1A	-1	-0.558865
CSNK1A1L	-1	-0.558885
EPS8L3	-1	-0.558897
SYCN	-1	-0.55897
TUBGCP3	-1	-0.558973
CASKIN1	-1	-0.558986
CD300E	-1	-0.559002
WDR64	-1	-0.559004
TCF23	-1	-0.559009
RALGPS2	-1	-0.559054
AFG3L2	-1	-0.559112
LAMC3	-1	-0.559118
AP4E1	-1	-0.559126
KRTCAP3	-1	-0.559128
PTEN	-1	-0.559194
B3GAT1	-1	-0.559228
FAM72B	0	-0.559259
TMEM259	0	-0.55928
XKRY2	0	-0.559281
ANTXR1	-1	-0.55929
CRB3	-1	-0.559362
RAB39A	0	-0.559412
ECE2	-1	-0.559427
DSN1	0	-0.559459
CRAMP1L	0	-0.559464
OR4L1	-1	-0.559478
OR2M7	-1	-0.559515
DNPH1	0	-0.559573
REEP1	-1	-0.559618
MPDZ	-1	-0.559633
CNOT3	-1	-0.559641
U2AF1L4	-1	-0.559642
PMM2	-1	-0.559659
SEPHS1	-1	-0.559668
KLHL30	-1	-0.559691
C15orf65	0	-0.559776
ZCCHC10	-1	-0.559784
GBP3	-1	-0.559808
SUGP1	0	-0.559832
AQP7	-1	-0.559847
KRT73	-1	-0.559879
SPEF1	-1	-0.559883
MYOM2	-1	-0.559886
HCN2	-1	-0.559931
CCDC116	-1	-0.559951
DPRX	0	-0.559981
LSM1	-1	-0.559991
TMEM45A	-1	-0.560018
C14orf132	0	-0.560051
SUGT1	-1	-0.560119
AP2M1	-1	-0.560177
LIPC	-1	-0.560184
ZNF697	-1	-0.560201
MAD2L1	-1	-0.560207
MPPE1	-1	-0.560211
TTC21A	-1	-0.560212
SIAE	-1	-0.560217
GSR	-1	-0.560229
BAGE2	0	-0.560295
FAM169A	-1	-0.560316
TMEFF1	0	-0.560323
ZNF558	-1	-0.56034
FAM122B	0	-0.56036
C19orf35	0	-0.560375
LCTL	-1	-0.560406
SNX27	-1	-0.560421
PLEKHH1	-1	-0.560443
TMEM53	-1	-0.56046
TEAD4	-1	-0.560468
MGAT3	-1	-0.560502
BBC3	-1	-0.560514
C1orf229	0	-0.560562
KRT86	-1	-0.560633
DHH	-1	-0.560655
HES7	-1	-0.560661
DLEU7	-1	-0.560676
CDC20B	-1	-0.560725
SESN2	-1	-0.560769
LRTOMT	-1	-0.560787
NRK	0	-0.560792
SAMD5	-1	-0.560806
CLSTN1	-1	-0.560833
C5orf38	-1	-0.560835
UBE2QL1	0	-0.560848
OR4F5	0	-0.56086
LONP2	-1	-0.560935
MBTPS2	0	-0.56094
GPR171	-1	-0.560944
TOP3B	-1	-0.560973
SRC	-1	-0.560985
PNOC	-1	-0.56099
SERPINB4	-1	-0.560991
PCDP1	0	-0.560999
SYMPK	-1	-0.561078
GIMAP2	-1	-0.56114
SYBU	0	-0.561152
FUCA2	-1	-0.561163
APMAP	0	-0.561183
SPATA5	-1	-0.561192
ZCCHC8	-1	-0.561207
ROBO2	-1	-0.561208
LDLRAD3	-1	-0.561226
GREB1L	0	-0.561257
PEA15	-1	-0.561257
TRMU	-1	-0.561299
SHISA5	-1	-0.561301
IRF1	-1	-0.561316
TRDMT1	-1	-0.561336
VRK3	-1	-0.561441
NCOR2	-1	-0.561454
ZNF695	-1	-0.561457
GATA4	-1	-0.561507
MBNL2	-1	-0.561525
MSR1	-1	-0.561551
GALNT13	-1	-0.561567
KRT3	-1	-0.561599
ZNF614	-1	-0.561671
OR8K5	-1	-0.561706
NFE2L3	-1	-0.561719
TM2D1	-1	-0.56172
C1QTNF7	-1	-0.561725
HCAR3	0	-0.561727
GPR137C	-1	-0.561888
NUDCD3	-1	-0.561908
INTS2	-1	-0.561911
PFDN1	-1	-0.561922
BSG	-1	-0.561992
SULT6B1	-1	-0.562014
RWDD2A	-1	-0.562022
KRT1	-1	-0.562075
NDUFAF2	-1	-0.562118
STX1A	-1	-0.562132
PIGV	-1	-0.562133
NCEH1	0	-0.562153
PREP	-1	-0.562153
WDR17	-1	-0.562186
ULK4	-1	-0.56227
THOC3	0	-0.56227
SEC16A	-1	-0.562278
SKIV2L	0	-0.562335
ZNF763	-1	-0.562345
ZNF611	-1	-0.562362
C2orf81	0	-0.562416
PPP2R2D	-1	-0.562459
TPRX1	-1	-0.562522
COX20	0	-0.562528
SGOL2	0	-0.562555
WDR24	-1	-0.562568
NOTCH3	-1	-0.562583
DNAJB7	-1	-0.56261
SHISA2	0	-0.562614
CAMSAP3	0	-0.562626
PCP4	-1	-0.562637
OXSM	-1	-0.562643
MBNL1	-1	-0.562655
APAF1	-1	-0.562693
CEACAM5	-1	-0.562729
PIP5K1A	-1	-0.562732
POMK	0	-0.562795
LCLAT1	-1	-0.562813
SLC9B2	0	-0.562816
HID1	0	-0.562825
ARRB1	-1	-0.562831
CCDC91	-1	-0.562832
URM1	-1	-0.562865
CSH2	-1	-0.562873
KRTDAP	-1	-0.562879
C11orf83	0	-0.562911
ZNF683	-1	-0.562931
AP4B1	-1	-0.562932
ENTHD1	-1	-0.562962
BMP6	-1	-0.563008
PRRT4	0	-0.563024
GLO1	-1	-0.563042
MCM3AP	-1	-0.563046
NAIF1	-1	-0.563061
PBDC1	0	-0.563069
PCDH19	0	-0.563074
PHC1	-1	-0.563083
DRD5	-1	-0.563118
DSCAM	-1	-0.563191
EVA1C	0	-0.563227
GAGE12J	0	-0.563233
PTPN7	-1	-0.56328
RGS4	-1	-0.563286
RBM5	-1	-0.563315
RAB6C	0	-0.563357
FAM65B	0	-0.563385
CC2D1B	-1	-0.563429
SPHK2	-1	-0.563511
CARD18	-1	-0.563559
LMTK2	-1	-0.563566
PPM1B	-1	-0.563636
TTC16	-1	-0.56367
ANAPC10	0	-0.563707
LRRC57	-1	-0.563734
OR1D5	0	-0.563764
RAB30	-1	-0.563782
OR4N5	-1	-0.563845
NTNG1	-1	-0.564053
GALNS	-1	-0.564058
POMZP3	-1	-0.564081
RAB18	-1	-0.56412
MRPS2	-1	-0.564145
TIGD4	-1	-0.564169
SLC25A35	-1	-0.564176
BCL2L11	-1	-0.564189
DEXI	-1	-0.564199
PLEKHO1	-1	-0.564237
CWC22	-1	-0.56426
ZSCAN29	-1	-0.564273
RAD51AP1	-1	-0.564294
ZNF616	-1	-0.564333
GDAP1L1	-1	-0.564345
MUC12	0	-0.564382
PPTC7	-1	-0.564406
METTL12	0	-0.564414
ZFAND2B	-1	-0.56449
CDK4	-1	-0.564505
C16orf52	0	-0.564588
MAVS	0	-0.564639
VN1R2	-1	-0.564642
AACS	-1	-0.564642
GREM1	-1	-0.564729
KCNJ14	-1	-0.564739
CUL9	1	-0.564742
CHRNB3	-1	-0.564742
MYO7A	-1	-0.564768
RPL22L1	-1	-0.564785
CCNJL	-1	-0.564807
GPATCH8	-1	-0.564872
PRDM1	-1	-0.564921
LARP4	-1	-0.564936
RPL26	-1	-0.564965
COMMD4	-1	-0.565
MPND	-1	-0.565006
CLEC9A	-1	-0.565037
LCN2	-1	-0.565059
DGKB	-1	-0.565063
MROH5	0	-0.565078
FCRL6	-1	-0.565111
FGF5	-1	-0.565128
ARHGAP31	0	-0.565179
TMEM184A	0	-0.565194
TMEM190	-1	-0.5652
INPP1	-1	-0.565309
RAD52	-1	-0.565427
MED26	-1	-0.565504
DEFB112	-1	-0.565628
PIEZO1	0	-0.56566
SMO	-1	-0.565691
PABPC1L2A	0	-0.565698
KRIT1	-1	-0.565712
MFSD2A	0	-0.56575
ST3GAL2	-1	-0.565751
IGSF9	-1	-0.565753
B3GALT5	-1	-0.565764
TPGS1	0	-0.565867
ACER3	-1	-0.566001
INIP	0	-0.566016
FGF23	-1	-0.566031
LOC100131864	0	-0.566106
LPPR5	0	-0.566114
MSTO1	-1	-0.56613
DLST	0	-0.566196
SRRM5	0	-0.566219
CLPTM1L	-1	-0.566236
ARFGAP2	-1	-0.566247
AGAP4	0	-0.566253
EXOC6	-1	-0.566283
PDE6D	-1	-0.566291
CD37	-1	-0.566307
PDXDC1	-1	-0.566331
CCDC85C	-1	-0.566341
ATRNL1	-1	-0.56639
ZNF564	-1	-0.566447
MIA	-1	-0.566487
CLDN14	-1	-0.566532
MANEA	-1	-0.566534
OASL	-1	-0.566593
CKS2	-1	-0.566658
IGFL3	-1	-0.566673
HES2	-1	-0.566693
TRIM36	-1	-0.566708
PHKA2	0	-0.566731
PCDHAC1	0	-0.566732
PLD4	-1	-0.566732
TMEM41A	-1	-0.566756
PARP14	-1	-0.566769
TAF5L	-1	-0.566775
TBC1D26	-1	-0.566785
C20orf194	-1	-0.566794
LPHN3	0	-0.5668
TRIM25	-1	-0.566878
TCEAL8	0	-0.566891
SKIDA1	0	-0.566893
FAM198B	0	-0.566916
GNG7	0	-0.566965
LCA5	0	-0.566966
PDE1C	-1	-0.567017
RASSF3	-1	-0.567022
CD1D	-1	-0.567024
PFAS	-1	-0.567054
MED20	0	-0.567061
NRIP1	-1	-0.567085
C15orf60	0	-0.567091
LIAS	-1	-0.567098
HMGB1	-1	-0.567114
THAP8	-1	-0.567143
AXDND1	0	-0.567184
CSHL1	-1	-0.567189
OR52E8	-1	-0.567243
ZP3	-1	-0.567265
GNG13	-1	-0.567293
PSMB2	-1	-0.567325
NEK3	-1	-0.567327
AKIP1	0	-0.567395
CETP	-1	-0.567436
CALHM3	-1	-0.567462
ASL	-1	-0.567478
PTX4	0	-0.567489
ATP6AP2	0	-0.567509
RIPK2	-1	-0.567539
FBXL8	-1	-0.567629
PDP1	0	-0.567749
ANXA8L2	0	-0.567757
PTH1R	-1	-0.567758
RXRA	-1	-0.567763
MAGED2	0	-0.567813
HAUS2	0	-0.567852
CXXC1	-1	-0.567867
PIKFYVE	0	-0.567885
CHRDL2	-1	-0.567898
MLF1IP	0	-0.567908
LACC1	0	-0.567913
AHSA2	0	-0.567917
LNX1	-1	-0.56795
IDO2	-1	-0.568059
LENEP	-1	-0.568253
MSX1	-1	-0.568256
RPL38	-1	-0.568291
GOLGA6C	-1	-0.56834
MUC7	-1	-0.56834
TRPV2	-1	-0.568359
ADAM28	-1	-0.568397
AP3M2	-1	-0.568418
OR10J3	-1	-0.568423
ALG10	-1	-0.568469
SMIM3	0	-0.568469
ABCC5	-1	-0.568484
FAM46A	0	-0.568512
CCDC89	-1	-0.568516
IFNL3	0	-0.568535
ZNF331	-1	-0.568618
LCE3D	-1	-0.568754
IFNL1	0	-0.568762
HSPB2	-1	-0.568769
OPTN	-1	-0.568836
CBX3	-1	-0.568857
URB1	-1	-0.568859
RAB15	-1	-0.568872
CPNE1	-1	-0.568912
COL8A1	-1	-0.568918
USP49	-1	-0.568959
SOWAHC	0	-0.568978
INSM2	-1	-0.568999
SMYD3	-1	-0.569023
DDX50	-1	-0.569044
INCA1	0	-0.569055
SLC35D1	-1	-0.569058
SPINK1	-1	-0.569178
FANK1	-1	-0.569195
C18orf32	-1	-0.569228
C4orf46	-1	-0.569272
DKK3	-1	-0.569287
TP53	-1	-0.5693
FAM105B	0	-0.569302
DDR1	0	-0.569376
MEGF11	-1	-0.569379
CADM3	-1	-0.569379
SLC45A3	-1	-0.569412
CLDN11	-1	-0.569423
SDHA	-1	-0.569474
LIMS3	0	-0.569513
AMY2B	-1	-0.569599
SPTB	-1	-0.569647
ACOT13	0	-0.569685
OR5K1	-1	-0.569694
RAD50	-1	-0.569697
EPB41L5	-1	-0.569713
PPP6R2	0	-0.569726
EXOSC8	-1	-0.569823
GABRP	-1	-0.569833
C14orf183	0	-0.569868
VANGL1	-1	-0.569921
UPK3B	-1	-0.569959
PLA2G3	-1	-0.569963
CCDC141	-1	-0.569985
C19orf81	0	-0.570062
C1orf174	-1	-0.570072
LOC650293	0	-0.57008
TTC12	-1	-0.570187
SSX4B	0	-0.570201
SLC35G2	0	-0.570207
CABIN1	-1	-0.570251
EFCAB1	-1	-0.570254
L3HYPDH	0	-0.570288
ZMYND10	-1	-0.57034
SLC30A8	-1	-0.570352
TTLL11	-1	-0.570353
DTWD1	-1	-0.570358
TMCO2	-1	-0.570377
CMIP	0	-0.570381
SPRR2A	-1	-0.57051
TCHP	-1	-0.570545
FABP3	-1	-0.570553
ANKS1A	-1	-0.570592
LSM12	-1	-0.570713
DIS3	-1	-0.570728
TRPV4	-1	-0.570737
IL16	-1	-0.570742
RBM3	0	-0.570791
GAGE10	0	-0.570795
TTPA	-1	-0.570807
DTNB	-1	-0.570817
HS3ST6	-1	-0.57082
TMPRSS11A	-1	-0.570824
MICAL3	-1	-0.570845
DBNDD2	-1	-0.570853
ASCL1	-1	-0.570894
CHRNG	-1	-0.570901
SPDYE4	-1	-0.570909
TIMM50	-1	-0.570948
MTAP	-1	-0.571007
ANAPC16	0	-0.571014
RSPH1	0	-0.571077
TSTA3	-1	-0.571079
C20orf197	0	-0.571108
CDR2L	-1	-0.571131
GAGE2E	0	-0.571184
PPP2R5B	-1	-0.571233
ZNF227	-1	-0.571237
BCL9L	-1	-0.571253
GLTSCR1	0	-0.571254
PPY	-1	-0.57127
HIST1H2AA	-1	-0.571275
FAM19A3	-1	-0.57128
CDK1	0	-0.571283
CCM2L	0	-0.57132
LPO	-1	-0.57132
CFDP1	-1	-0.571324
BRIX1	0	-0.571347
ZDHHC20	-1	-0.571371
RBM18	-1	-0.571391
RAB11FIP4	-1	-0.571414
OR6K2	-1	-0.571441
LHFPL4	-1	-0.571457
E2F6	-1	-0.571576
ZNF608	-1	-0.571595
IL17RA	-1	-0.571622
RPS15	0	-0.571631
SHKBP1	-1	-0.571643
PLEKHA5	-1	-0.571651
SHF	-1	-0.571658
SDR42E1	-1	-0.571697
FER1L6	-1	-0.571718
CCDC140	-1	-0.571726
ZNF44	-1	-0.57176
SETD9	0	-0.571786
VPS4A	-1	-0.571793
OIT3	-1	-0.571813
SDC3	-1	-0.571819
PSG8	-1	-0.571889
ZC3H11A	-1	-0.571927
EDA	0	-0.571928
CCNJ	-1	-0.571932
SPATA31A2	0	-0.571937
DHRS7B	-1	-0.571955
GRIN2D	-1	-0.572009
GPR132	-1	-0.57202
USP22	-1	-0.572067
SHISA7	0	-0.572074
TMPO	-1	-0.572118
GUCY2C	-1	-0.572166
RBBP4	-1	-0.572167
MX2	-1	-0.572191
PLA2G4C	-1	-0.572248
BCOR	0	-0.572315
TRIQK	0	-0.572319
MFAP4	-1	-0.572319
KLF17	-1	-0.572328
NOMO2	0	-0.572342
RAB6A	-1	-0.572355
SHISA6	0	-0.572357
PPAN-P2RY11	0	-0.57244
NPB	-1	-0.572502
MUC16	-1	-0.572544
ATP5J	0	-0.572546
PLA2G12A	-1	-0.572549
DUX5	0	-0.572562
SOX2	-1	-0.572591
SLX1A	0	-0.572629
CCDC176	0	-0.572638
KIF6	-1	-0.572649
PEX14	-1	-0.572671
OSER1	0	-0.572684
SLC1A5	-1	-0.572713
MS4A6A	-1	-0.572733
KIAA2026	-1	-0.572796
SNRPD1	-1	-0.572802
IGSF3	-1	-0.572826
ZNF367	-1	-0.572889
IL21	-1	-0.57289
SUMF2	-1	-0.572905
MS4A1	-1	-0.572922
WNT7A	-1	-0.572941
CIB3	-1	-0.572949
SPDYE2	0	-0.572952
SPPL2B	0	-0.572958
GAGE12H	0	-0.572981
SAMD8	-1	-0.573051
TRIM60	-1	-0.573058
ZNF468	-1	-0.573076
EMD	0	-0.573097
AVPR1A	-1	-0.573097
PPM1K	-1	-0.573098
SOX11	-1	-0.573116
DAPK3	-1	-0.573172
RGS21	-1	-0.573186
GTF2H2	0	-0.573234
DUX4L2	0	-0.573307
DHRS11	-1	-0.573335
PSMD7	-1	-0.573394
ZNF222	-1	-0.573396
GNPAT	-1	-0.573429
JHDM1D	0	-0.57348
SLC38A5	0	-0.573507
STMN1	-1	-0.573514
RNF133	-1	-0.573529
PIM1	-1	-0.573571
C1orf131	-1	-0.573594
OVCH1	-1	-0.5736
EMILIN3	-1	-0.573664
HS3ST4	-1	-0.573694
TEDDM1	-1	-0.573697
SRPX	0	-0.573703
PTPRJ	-1	-0.573722
HBA1	-1	-0.57373
LRRIQ1	-1	-0.573746
EFNA2	-1	-0.573752
LDLRAD1	-1	-0.573755
MFSD6	-1	-0.573758
SLC25A44	-1	-0.573765
KRT33A	-1	-0.573771
TENM3	0	-0.57379
RPL19	-1	-0.573815
GDPD1	-1	-0.573827
LPCAT1	0	-0.573896
RPL10A	-1	-0.57396
LRRC4B	-1	-0.574016
CCBL1	0	-0.574043
AFF1	-1	-0.574048
ORC4	0	-0.574059
ACOT1	-1	-0.574061
SPOCK3	-1	-0.574128
YIF1B	-1	-0.574167
GON4L	-1	-0.574185
MYCBPAP	-1	-0.5742
PACS2	-1	-0.574223
PECR	-1	-0.574258
KIAA1614	-1	-0.574331
GPR144	0	-0.57435
AKAP6	-1	-0.574358
LRRC7	-1	-0.574367
FERD3L	-1	-0.57438
ELAC2	-1	-0.574391
TRAF3IP3	-1	-0.574394
GPATCH2	-1	-0.574395
RPP25L	0	-0.574417
ZNF850	0	-0.574462
MLYCD	-1	-0.574487
DEFB128	-1	-0.574539
SIGLEC12	-1	-0.574553
H1FOO	-1	-0.574577
TTYH1	-1	-0.574607
PZP	-1	-0.574619
IFI30	-1	-0.574632
PLEKHH2	-1	-0.574653
PLXNA3	0	-0.57468
PRKRIP1	0	-0.574718
RFWD2	0	-0.574734
C18orf63	0	-0.574738
OR5H2	-1	-0.574788
ZNF235	-1	-0.574821
DUX4L3	0	-0.574832
LOC253842	0	-0.574848
CTAG1A	0	-0.574915
KCP	-1	-0.574927
OCLN	-1	-0.574967
UBE2C	-1	-0.574985
CCZ1	0	-0.574986
PROS1	-1	-0.575024
PLTP	-1	-0.575046
GPC3	0	-0.575098
OBFC1	0	-0.575144
SPATA33	0	-0.575188
ITGBL1	-1	-0.575238
KIF19	-1	-0.57525
LGI2	-1	-0.575252
CBX8	-1	-0.575257
EIF2AK1	-1	-0.575318
LARP6	-1	-0.575352
RFESD	-1	-0.575385
C1orf167	-1	-0.575399
ATOX1	-1	-0.575452
IL32	-1	-0.575481
PIP5K1C	-1	-0.575492
CCDC108	0	-0.575497
PNPT1	-1	-0.575534
SOST	-1	-0.575555
IRF5	-1	-0.575558
ZFYVE19	-1	-0.575567
MDK	-1	-0.575572
RIMBP3B	0	-0.57558
PGBD5	-1	-0.575603
MYOT	-1	-0.575603
CIB2	-1	-0.575682
SNX5	-1	-0.575689
TSPAN9	-1	-0.575705
SF3B5	-1	-0.575721
OSTN	-1	-0.575731
TMED7	0	-0.57583
OR9G4	-1	-0.575865
PBOV1	-1	-0.575886
FAM188A	0	-0.5759
ZNF429	-1	-0.575973
C4orf27	0	-0.576062
CHERP	-1	-0.576091
IRF2BPL	0	-0.576097
CCDC33	-1	-0.576104
C9orf114	0	-0.576139
MGAT5B	-1	-0.576176
ZFP41	-1	-0.576199
HPS1	-1	-0.576277
SYT13	-1	-0.576278
CAPN8	-1	-0.576397
VIL1	-1	-0.576523
AATF	-1	-0.576539
FCAMR	-1	-0.576591
ZUFSP	0	-0.576633
EBP	0	-0.576718
DUOX1	-1	-0.576741
FAM166A	-1	-0.576781
LTBP2	-1	-0.576813
FAM216B	0	-0.576831
GAMT	-1	-0.576872
TMEM238	0	-0.576951
F13A1	-1	-0.577047
TBC1D23	-1	-0.57709
GRXCR2	-1	-0.577096
RAB8A	-1	-0.577111
EDEM1	-1	-0.577126
C16orf13	0	-0.577167
FAM83C	-1	-0.577175
SMAP2	-1	-0.577193
ASNS	-1	-0.577219
ELN	-1	-0.577249
PRSS35	-1	-0.577258
FBP1	-1	-0.577264
FKBP11	-1	-0.577275
THOC1	-1	-0.577298
N4BP2	-1	-0.577339
SF3B14	0	-0.577364
CES3	-1	-0.577366
SNTB2	-1	-0.577377
GGA1	-1	-0.577389
UPF3B	0	-0.577407
MRAS	-1	-0.577435
MAN2A2	-1	-0.577472
SLC13A4	-1	-0.577558
PRSS21	-1	-0.577579
PTGER3	-1	-0.577616
ADAMTS13	-1	-0.577646
PARD3B	-1	-0.577707
GFRAL	-1	-0.577777
CA2	-1	-0.577801
GGACT	0	-0.577805
C11orf30	0	-0.577826
RWDD4	0	-0.577833
TPSAB1	-1	-0.577948
MTIF3	-1	-0.577974
KCNJ15	-1	-0.577976
YBEY	0	-0.578079
PROSER1	0	-0.578081
CLDN17	-1	-0.57816
HCLS1	-1	-0.578178
NDUFB9	-1	-0.578191
C12orf23	0	-0.578212
CTC1	0	-0.578243
TMX2	-1	-0.578281
PEX11G	-1	-0.578313
PPP1R7	-1	-0.578425
TTLL5	-1	-0.578435
AQP3	-1	-0.578438
CDKN1A	-1	-0.578484
SLC4A9	-1	-0.578506
FAM46B	0	-0.57853
STXBP5	-1	-0.578611
CBL	-1	-0.578626
TCEB3B	0	-0.578644
DEK	-1	-0.578653
SLC18B1	0	-0.578672
C3orf55	0	-0.578739
C8orf34	-1	-0.578756
GNG2	-1	-0.578763
METTL1	-1	-0.578772
C1orf204	0	-0.578795
S1PR4	-1	-0.578816
P2RX2	-1	-0.578858
NOL12	-1	-0.578868
CBLN1	-1	-0.57887
DUX4L6	0	-0.578894
DUX4L5	0	-0.578894
PDHB	-1	-0.578966
TMEM261	0	-0.578968
YARS2	-1	-0.579013
CDC25A	-1	-0.579037
ZNF446	-1	-0.579069
HBS1L	-1	-0.579089
KIAA0753	-1	-0.579128
TCEAL3	0	-0.579185
C5orf46	-1	-0.57921
CCDC147	0	-0.579222
CWC27	0	-0.579252
COMMD6	-1	-0.579257
TPRN	0	-0.579381
PRM1	-1	-0.579421
DGKA	-1	-0.579439
ALPK1	-1	-0.579459
FDX1	-1	-0.579496
FLVCR2	-1	-0.579498
SLC22A31	0	-0.579505
OR4K17	-1	-0.579512
DRP2	0	-0.579516
PRELID2	-1	-0.579587
RALBP1	-1	-0.579604
SGTB	-1	-0.579643
TACO1	0	-0.57966
DEFB4A	0	-0.57967
ALKBH2	-1	-0.579706
LPPR3	0	-0.579715
CDKN2B	-1	-0.579719
C3orf38	-1	-0.579803
SSR2	-1	-0.579805
TMEM179B	-1	-0.579811
SLC7A13	-1	-0.579819
STXBP2	-1	-0.579849
TMEM51	-1	-0.579885
C5orf28	0	-0.579949
DERL2	-1	-0.579963
TOMM40L	-1	-0.579969
GAGE2B	0	-0.579976
RASSF8	-1	-0.57998
CWC15	-1	-0.579982
ACOT9	0	-0.580005
WRB	-1	-0.580041
NKX3-2	0	-0.580054
RORA	-1	-0.58008
DEFB129	-1	-0.580122
SFRP2	-1	-0.580153
RBMY1D	0	-0.580212
GRIK5	-1	-0.580224
TDRD10	-1	-0.580249
POTEB2	0	-0.580267
CLIP1	-1	-0.580269
HEMK1	-1	-0.580282
RP1L1	-1	-0.580284
FBXW2	-1	-0.580433
C5orf51	-1	-0.580442
SH3D21	0	-0.580477
TP53INP2	-1	-0.580482
C1orf50	-1	-0.580499
MRPL30	-1	-0.580512
ZDHHC8	-1	-0.580523
CLDN8	-1	-0.580532
OR7D2	-1	-0.58065
OR6C70	-1	-0.580734
CLEC3B	-1	-0.580744
KDELR2	-1	-0.580782
COPB1	-1	-0.58087
CRISP2	-1	-0.580895
IFNAR2	-1	-0.58093
PDE3A	-1	-0.580939
ZNF544	-1	-0.58096
UROD	-1	-0.580979
ZMYND15	-1	-0.58099
TRIM16L	-1	-0.580992
N6AMT2	0	-0.58111
ABI2	-1	-0.581153
TMEM239	0	-0.581157
ZNF823	-1	-0.581209
MAGED1	0	-0.581263
CLEC12A	-1	-0.581269
LIMD2	-1	-0.581294
SYNE4	0	-0.581327
TP53I3	-1	-0.581343
TCAIM	0	-0.581363
BCAS4	-1	-0.581365
MGP	-1	-0.581453
IL4R	-1	-0.581521
WFDC3	-1	-0.581535
GPRIN1	-1	-0.581539
TBK1	-1	-0.581664
ZC3H18	-1	-0.581762
BTC	-1	-0.581786
TM4SF1	-1	-0.581836
ZNF121	-1	-0.581892
TXN	-1	-0.581907
ZNF518B	-1	-0.581919
GNAI1	-1	-0.582034
C1orf123	-1	-0.582077
PSMC5	-1	-0.582094
MOXD1	-1	-0.582111
DDRGK1	-1	-0.582114
ESPNL	-1	-0.582151
LRP1B	-1	-0.582197
TEX40	0	-0.582212
FGF10	-1	-0.582316
GARS	-1	-0.582356
SEC62	-1	-0.582357
TMEM63A	-1	-0.582423
COL26A1	0	-0.582428
DPCR1	0	-0.582457
SEMA3C	-1	-0.582514
LRTM1	-1	-0.582544
C6orf203	-1	-0.582571
SLC25A12	-1	-0.582597
KCTD13	-1	-0.582599
EHBP1L1	-1	-0.582615
POU6F1	-1	-0.582643
NECAP1	0	-0.582664
TRD	0	-0.582689
ADAMTSL3	-1	-0.582756
OR7G3	-1	-0.582825
LIPN	-1	-0.582841
PTPN22	-1	-0.582862
TNFAIP3	-1	-0.58288
TUBE1	-1	-0.582894
FIGNL1	-1	-0.582907
TSPEAR	0	-0.58291
C9orf66	-1	-0.582911
C8orf76	-1	-0.582938
ADAM20	-1	-0.582952
TENM4	0	-0.58296
LDB1	-1	-0.582988
FBXO48	-1	-0.583041
C17orf107	0	-0.583042
MMEL1	-1	-0.583054
KRTAP10-3	-1	-0.583084
TRIM72	-1	-0.583099
EFTUD1	0	-0.583103
IFT27	0	-0.583132
GAGE12G	0	-0.583169
KCNK18	-1	-0.58318
KLF9	-1	-0.583253
OR52K2	-1	-0.583271
MYOZ2	-1	-0.583281
C9orf117	0	-0.583293
ABHD3	-1	-0.583336
BRCC3	0	-0.583349
TRUB1	-1	-0.5834
CDX1	-1	-0.583428
MRPL20	-1	-0.583434
GALNT15	0	-0.583448
PRMT6	-1	-0.583476
ZNF239	-1	-0.583495
KLHL20	-1	-0.583546
HPS5	-1	-0.583605
RAP1B	-1	-0.583668
HTR3B	-1	-0.583677
IL17RC	-1	-0.58371
SRRM2	-1	-0.583719
DAO	-1	-0.58373
NPC2	-1	-0.58373
ITGA6	-1	-0.583767
BAGE3	0	-0.583774
CDK13	0	-0.583809
LTN1	0	-0.583824
PABPN1L	0	-0.583825
DYM	-1	-0.583877
CTPS2	0	-0.583885
SLC25A48	0	-0.583937
SCHIP1	-1	-0.583968
ARHGAP24	-1	-0.583973
FEM1C	-1	-0.584001
WNT7B	-1	-0.58401
ZNF671	-1	-0.584025
VAX2	-1	-0.584048
MICU2	0	-0.584072
