Gene,Chr,Gene Start,Gene End,Gene Score,nSNPs,TopSNP P-Value,Gene ReScore,Gene ReScorePR
HIST1H2BK,6,27222175,27222556,11.893136255745956,11,7.52089e-05,0.0002316037644747314,0.0002316037644747314
KIAA0319L,1,35702732,35795591,9.155516068943589,40,0.00422542,0.0002315792288108812,0.0002315792288108812
RGS1,1,190811479,190815782,5.885662628882604,24,0.06669610000000001,0.00023153372721826553,0.00023153372721826553
PRMT7,16,66943483,66948201,9.750200102327229,14,0.0008159619999999999,0.00023114448141295528,0.00023114448141295528
AGPS,2,177965716,178116810,7.8612816585193706,54,0.0208105,0.0002311089263254897,0.0002311089263254897
C5orf51,5,41940226,41957495,4.044488299870671,15,0.26278,0.00023107152487527284,0.00023107152487527284
MKL1,22,39189170,39362636,11.178623950008388,70,0.000977875,0.000230985366408854,0.000230985366408854
ULBP3,6,150427435,150431976,10.601660675344412,12,0.000298496,0.00023086760917293358,0.00023086760917293358
CUL7,6,43113332,43129632,5.595757369315537,14,0.05199019999999999,0.0002308613477555045,0.0002308613477555045
CPSF2,14,91658081,91700296,6.937730067734074,30,0.029114099999999997,0.00023077387033102888,0.00023077387033102888
ADCY8,8,131861728,132122017,10.468112292926088,196,0.00557202,0.00023073577061893003,0.00023073577061893003
MYO3A,10,26264678,26541471,10.262692826845301,129,0.00450359,0.0002307329841761848,0.0002307329841761848
HEATR5A,14,30939228,30959488,1.9196451148314793,4,0.5866359999999999,0.00023061306947787165,0.00023061306947787165
LFNG,7,2526004,2535336,4.026598067139623,10,0.178349,0.00023037142600141486,0.00023037142600141486
CDKN2C,1,51208229,51212897,5.96529010613852,6,0.015397799999999998,0.0002303332102791369,0.0002303332102791369
LOR,1,151500049,151500988,4.385492634317056,12,0.149481,0.000230218415213654,0.000230218415213654
RAB30,11,82375713,82386103,4.469639404585201,9,0.10306300000000002,0.00023018202986119696,0.00023018202986119696
DUSP23,1,158017431,158018957,6.222755084057995,18,0.0357079,0.00023018008483864812,0.00023018008483864812
TBX2,17,56832038,56841609,6.7550437294443855,18,0.020969799999999997,0.00023005519509922793,0.00023005519509922793
CFHR3,1,195010552,195029496,2.3581538298637628,1,0.0945947,0.00023001356727842884,0.00023001356727842884
LAIR1,19,59557046,59573977,6.121482120432708,16,0.0351232,0.00022984482859691535,0.00022984482859691535
GABPB1,15,48365368,48434687,6.150410544498244,33,0.070376,0.00022976895408658885,0.00022976895408658885
PFKFB3,10,6306117,6317501,9.036261022376264,24,0.00285636,0.00022966159739798976,0.00022966159739798976
ZBTB46,20,61846321,61933041,7.332210273321423,42,0.0274733,0.0002295898625642536,0.0002295898625642536
CAMP,3,48239865,48241979,5.947126182270776,5,0.0130667,0.00022949487201293772,0.00022949487201293772
CRTAM,11,122238319,122248557,7.902066756137717,21,0.00776954,0.00022949041800610754,0.00022949041800610754
WDR34,9,130435760,130458950,3.94554654973988,14,0.270769,0.00022943642826518676,0.00022943642826518676
LMCD1,3,8518510,8584806,5.940070131072834,71,0.186861,0.00022940660742014156,0.00022940660742014156
LAMA2,6,129245978,129879403,9.266350244240181,302,0.028555,0.00022935340924643444,0.00022935340924643444
LRRN4CL,11,62211839,62212556,4.555916183829902,7,0.0735341,0.00022919844343887948,0.00022919844343887948
NECAB1,8,92022142,92040806,7.092340486811079,11,0.00914594,0.00022918293970278645,0.00022918293970278645
NTN4,12,94575713,94709061,7.763105336791176,99,0.0420883,0.00022911163919914806,0.00022911163919914806
VAT1L,16,76379983,76571502,10.952132271015783,227,0.00397718,0.0002290484692006175,0.0002290484692006175
AP4E1,15,49076814,49085389,5.457505379125897,10,0.0426418,0.0002289651429026044,0.0002289651429026044
FAM171A1,10,15293649,15453064,9.65849613757167,116,0.00741014,0.0002289412390133401,0.0002289412390133401
MCC,5,112434689,112658511,12.619102358828966,183,0.000605403,0.00022876488560341773,0.00022876488560341773
SH3BGRL3,1,26478799,26480600,5.716848174664968,14,0.0460609,0.00022871269682710549,0.00022871269682710549
LRRC18,10,49791299,49813248,9.650356062661704,38,0.0024473000000000003,0.00022866176874055863,0.00022866176874055863
KRT20,17,36285718,36295005,5.290490300327908,18,0.0907072,0.00022863570290716608,0.00022863570290716608
OR2M7,1,246553554,246554493,3.7576080748039193,10,0.233395,0.0002286247556009754,0.0002286247556009754
CCR2,3,46370238,46377429,2.983472729798303,8,0.404934,0.00022848729801848452,0.00022848729801848452
MED30,8,118602210,118621682,10.384683487375993,21,0.000648946,0.00022834672698399127,0.00022834672698399127
TEAD3,6,35549351,35572839,4.7064135847502335,23,0.20785399999999998,0.00022833528257366008,0.00022833528257366008
PLXDC1,17,34473081,34563011,10.714982928425103,60,0.00133258,0.00022824919849526878,0.00022824919849526878
ATPAF2,17,17870110,17870808,7.450107881319377,9,0.00523241,0.0002282053002603381,0.0002282053002603381
DNER,2,229930588,230287530,12.391258851976474,218,0.000905735,0.00022804347501298038,0.00022804347501298038
TSKU,11,76184308,76185370,6.578865286488936,12,0.0166731,0.0002280114753218051,0.0002280114753218051
TM9SF4,20,30192960,30218722,5.56023812937692,20,0.0769572,0.00022788211614688041,0.00022788211614688041
TNC,9,116822625,116920307,10.408563710560895,104,0.00313799,0.00022785920033586564,0.00022785920033586564
JUNB,19,12763309,12765125,4.789105043452021,12,0.0998388,0.00022784742908356226,0.00022784742908356226
CTSH,15,77001146,77024475,7.782681902436769,23,0.00958853,0.00022774857510954595,0.00022774857510954595
C6orf201,6,4032581,4075998,6.314299110073091,44,0.07965030000000001,0.0002277402552773996,0.0002277402552773996
CDCA4,14,104548585,104549311,4.591168666352278,14,0.141974,0.0002277289240697113,0.0002277289240697113
SMAP1,6,71539766,71628437,7.144110724268577,43,0.0339485,0.00022754041376759173,0.00022754041376759173
NIPSNAP3A,9,106549789,106562224,6.0194604189808,21,0.051050599999999995,0.00022733411492681464,0.00022733411492681464
PTP4A3,8,142501188,142510802,4.361350439469446,14,0.17865599999999998,0.00022732269715629354,0.00022732269715629354
MGMT,10,131155455,131455358,9.058660017457308,203,0.0236249,0.00022700556716585994,0.00022700556716585994
TAF1A,1,220798287,220829878,5.391657230635328,31,0.14118699999999998,0.00022699469028813107,0.00022699469028813107
POLR1E,9,37476149,37493693,7.112322444723412,35,0.028525,0.00022696804421561237,0.00022696804421561237
DUS3L,19,5736393,5742190,5.819229241515059,15,0.0445484,0.00022691429222137995,0.00022691429222137995
WDR54,2,74502392,74506390,4.559382408070784,9,0.09421669999999999,0.00022688921677614532,0.00022688921677614532
SIRPG,20,1557797,1586425,12.0509552902271,40,0.00023355900000000002,0.000226867291064334,0.000226867291064334
CAMK1G,1,207823684,207853907,7.282420208331141,51,0.0350635,0.00022685539132020802,0.00022685539132020802
MARCKSL1,1,32572026,32574410,3.4667796473115695,5,0.15608699999999998,0.00022680813228304677,0.00022680813228304677
ZNF486,19,20139082,20169984,5.631105597459125,10,0.0358461,0.00022672178931664648,0.00022672178931664648
SLC22A14,3,38322448,38334863,4.486159621225652,22,0.247804,0.00022647775101188825,0.00022647775101188825
RHOBTB2,8,22913406,22933653,7.683634279639636,20,0.00920598,0.00022641897082998337,0.00022641897082998337
IAPP,12,21417084,21423683,5.384337235244511,25,0.11469700000000001,0.00022641787045286384,0.00022641787045286384
C19orf12,19,34884449,34898292,6.008264885786328,16,0.0393336,0.00022640736327941678,0.00022640736327941678
KRT25,17,36157798,36165091,4.774671726038213,11,0.09284939999999998,0.0002263962471683667,0.0002263962471683667
NPTX1,17,76055227,76064999,7.113831031674315,14,0.0113928,0.00022633055961594368,0.00022633055961594368
DEFA6,8,6769628,6771008,6.745888906103127,32,0.0376225,0.00022621811518838662,0.00022621811518838662
PRPF4,9,115077794,115094877,4.859360173300222,27,0.20939699999999997,0.0002261366737075474,0.0002261366737075474
ZNF79,9,129226473,129247472,7.733695553347691,16,0.00700517,0.0002261169734366054,0.0002261169734366054
LAYN,11,110916442,110936998,5.534498032935671,10,0.0394819,0.00022609230230645442,0.00022609230230645442
POU4F3,5,145698868,145700200,3.779509005171769,10,0.228339,0.0002260186641074639,0.0002260186641074639
UNC5B,10,72642354,72729716,14.227660459601159,80,5.2978e-05,0.000225902898681084,0.000225902898681084
ERG,21,38764567,38955488,9.711416666725146,156,0.0094517,0.00022587423934524253,0.00022587423934524253
RIMS4,20,42813862,42872326,5.508873802356775,30,0.12152,0.00022565449067969974,0.00022565449067969974
PCDH9,13,66696639,66702464,5.189903517061862,9,0.0501529,0.00022565125309691905,0.00022565125309691905
JRKL,11,95763461,95766375,4.604853569449731,12,0.120038,0.00022565078276341093,0.00022565078276341093
CCL4,17,31455332,31457127,4.497776284515684,11,0.12247100000000001,0.00022560888781214194,0.00022560888781214194
HMOX2,16,4485859,4500349,13.218271235782915,22,3.99761e-05,0.00022559207558576737,0.00022559207558576737
CCNB1,5,68498668,68509826,2.897142024517752,10,0.5518069999999999,0.00022550746857727234,0.00022550746857727234
SYNPR,3,63404063,63577637,11.199305119594813,154,0.00210729,0.0002254640880459846,0.0002254640880459846
IFNA13,9,21357422,21358075,3.9013888400362817,11,0.222352,0.00022543283288753205,0.00022543283288753205
SEPT14,7,55828730,55897976,6.98837732110414,26,0.0239861,0.00022542861118181746,0.00022542861118181746
RNF121,11,71317730,71386291,7.255481659208982,38,0.026839099999999998,0.00022539729937652412,0.00022539729937652412
ZNF575,19,48729260,48732124,4.08425279865531,14,0.2357,0.00022539507324484566,0.00022539507324484566
TBCD,17,78480589,78494351,9.946828341557588,40,0.00191517,0.000225386645866088,0.000225386645866088
DDX24,14,93587020,93617311,11.947258264192259,30,0.000194309,0.00022536949470943016,0.00022536949470943016
NETO2,16,45677637,45735409,5.9137986789749535,27,0.07295139999999999,0.0002253640671867827,0.0002253640671867827
APCDD1,18,10444624,10478698,7.767665677420185,44,0.0186208,0.00022521484980514428,0.00022521484980514428
PLCG1,20,39228247,39232647,7.920072905772877,12,0.00436051,0.00022520549790455507,0.00022520549790455507
RFT1,3,53099849,53139503,12.090466336198894,26,0.000145932,0.0002251885280664189,0.0002251885280664189
CRLF1,19,18565046,18578660,9.269853963488151,22,0.00207289,0.00022500007217603546,0.00022500007217603546
HSP90AB1,6,44325725,44329592,7.233051888512205,13,0.00939007,0.00022499748487398225,0.00022499748487398225
TRIP6,7,100302885,100309012,7.952481836532523,20,0.00703576,0.00022492815187302346,0.00022492815187302346
PAX8,2,113715124,113752968,8.165070625092339,32,0.00910133,0.00022491482704064503,0.00022491482704064503
PLSCR1,3,147728422,147745318,5.924402008102794,34,0.09089580000000001,0.00022478558687483358,0.00022478558687483358
SOS2,14,49692359,49717150,4.522262355931199,12,0.130373,0.00022465962218468972,0.00022465962218468972
NRARP,9,139314754,139316524,2.9958700608239988,9,0.449938,0.00022460188083079158,0.00022460188083079158
HK2,2,74913289,74973989,8.394376252157306,62,0.0140204,0.00022443432868463723,0.00022443432868463723
SLC16A4,1,110707027,110735159,4.664032724821371,22,0.20742399999999997,0.0002243016549618327,0.0002243016549618327
WDR18,19,935327,945569,13.464166464460346,21,2.9840500000000003e-05,0.00022427489705616603,0.00022427489705616603
MRPS9,2,105020914,105082850,6.317775547358717,27,0.04870669999999999,0.00022426758502288357,0.00022426758502288357
STX11,6,144549457,144550321,3.005775875423432,6,0.297002,0.00022425677487253703,0.00022425677487253703
NR1I3,1,159466079,159474624,6.224686981016042,23,0.045538699999999994,0.00022422514675789679,0.00022422514675789679
RNF215,22,29104802,29113302,7.080222690595293,21,0.0176733,0.0002241248345452539,0.0002241248345452539
ATRNL1,10,116843113,117698486,10.932295390739668,262,0.00468237,0.00022406911592272267,0.00022406911592272267
LONP2,16,46835711,46944908,6.522589116437641,41,0.0602642,0.0002240502618153522,0.0002240502618153522
TNFRSF1B,1,12149646,12191864,6.912550970476515,38,0.037818199999999996,0.0002240006476828889,0.0002240006476828889
LRP6,12,12160227,12311078,9.717037915978159,61,0.00367514,0.00022397108518382698,0.00022397108518382698
STK4,20,43028533,43142007,8.981343981986738,48,0.00603522,0.00022395683626741267,0.00022395683626741267
TEX10,9,102142271,102154995,7.56814489530391,12,0.0061998,0.00022370981430563523,0.00022370981430563523
SLC6A1,3,11009419,11055935,10.748429367050997,68,0.00146058,0.00022345075391277467,0.00022345075391277467
SEMA4A,1,154390785,154414159,8.914300674910331,17,0.00228569,0.00022344905331257248,0.00022344905331257248
LGSN,6,64053450,64087841,4.576564507727846,16,0.164643,0.0002234375857960993,0.0002234375857960993
ZNF777,7,148759386,148788986,3.4596564203598033,16,0.503049,0.00022339397104524677,0.00022339397104524677
PDE12,3,57517020,57522808,4.7972598673786395,7,0.0577663,0.0002233792612308032,0.0002233792612308032
FER1L5,2,96723823,96734351,6.12072317623939,9,0.0197718,0.00022319371405693525,0.00022319371405693525
PANX3,11,123986662,123995461,7.1529097577298,11,0.00860842,0.00022315273510432472,0.00022315273510432472
HDC,15,48333214,48345218,5.268074563429445,21,0.108224,0.00022301092906090893,0.00022301092906090893
RPL19,17,34610120,34614506,4.631995540005495,16,0.15576500000000001,0.00022297178498858797,0.00022297178498858797
MYO3B,2,170933963,171219231,9.607495107088653,200,0.0134446,0.00022291370392521,0.00022291370392521
GP9,3,130263272,130263806,2.1514962386311893,3,0.34893,0.00022277044490403376,0.00022277044490403376
TMOD4,1,149409086,149415171,5.523752177156806,11,0.0438993,0.00022273185701172316,0.00022273185701172316
NSUN6,10,18874495,18980556,8.11623451834717,45,0.0134393,0.00022260101709466323,0.00022260101709466323
SLC35A4,5,139926938,139927913,7.510954509617536,15,0.00820588,0.00022249930978498835,0.00022249930978498835
DCT,13,93889841,93929937,5.153337178870064,36,0.208083,0.00022241348536413576,0.00022241348536413576
GRIA2,4,158361843,158502254,6.915868494444067,51,0.050587900000000005,0.00022224459803274463,0.00022224459803274463
RNASE9,14,20094450,20095068,8.018406411262003,18,0.0059282,0.00022210996220249345,0.00022210996220249345
OR52B4,11,4345156,4346101,2.8625095396707883,9,0.514127,0.0002219859810002191,0.0002219859810002191
FARSA,19,12895964,12905558,7.571360300989667,7,0.00360494,0.00022195570163227832,0.00022195570163227832
NFATC1,18,75388106,75390311,4.192994312188485,11,0.16611099999999998,0.0002219124390535582,0.0002219124390535582
LIPH,3,186708263,186753063,6.046703182184934,29,0.0686038,0.0002218931956198808,0.0002218931956198808
CRTC2,1,152186775,152197667,8.85967979392066,19,0.00269801,0.00022189158641877754,0.00022189158641877754
C5orf47,5,173348805,173365748,5.138725800935323,12,0.0703819,0.0002216725243844607,0.0002216725243844607
MAFG,17,77469437,77478879,1.6753320186287295,1,0.187246,0.0002216408638699697,0.0002216408638699697
ZNF330,4,142361498,142375300,6.394244841503474,19,0.0317518,0.00022158630076421092,0.00022158630076421092
GABRG3,15,24799262,25451729,9.859707621912873,311,0.0162459,0.00022147854198542314,0.00022147854198542314
DYNC1I2,2,172271645,172313165,8.31924221976037,19,0.00463183,0.00022145914449174213,0.00022145914449174213
KCNK12,2,47601418,47650974,9.010149130276595,33,0.0040314,0.00022128439569658875,0.00022128439569658875
ATP1B3,3,143125356,143127731,4.291871537687584,10,0.136793,0.00022125498119368367,0.00022125498119368367
ROCK1,18,16783700,16945810,8.625370368555966,35,0.00628228,0.00022124303891556503,0.00022124303891556503
IL10,1,205012369,205012659,5.83627930058863,14,0.0408756,0.0002211555871523758,0.0002211555871523758
RPAP1,15,39601114,39602450,5.638133788729663,20,0.0711901,0.00022106028924716387,0.00022106028924716387
FER,5,108112568,108206599,4.744684274466181,26,0.22614299999999998,0.00022105103037216894,0.00022105103037216894
RAD17,5,68724716,68746387,4.72006209248893,16,0.14263399999999998,0.00022100168916443005,0.00022100168916443005
ITLN1,1,159112953,159121584,5.430678016188221,24,0.10512300000000001,0.00022098671311188318,0.00022098671311188318
CENPJ,13,24361347,24376196,4.476892702584179,19,0.21600500000000003,0.000220952909992983,0.000220952909992983
DDX31,9,134523288,134535609,4.5606175589390325,20,0.209112,0.00022091973819333218,0.00022091973819333218
ADPRH,3,120783601,120791482,5.318380627806297,12,0.0588082,0.00022086943974581054,0.00022086943974581054
IFNA21,9,21155635,21156659,2.8332019441211953,10,0.588242,0.00022084096154537125,0.00022084096154537125
LRRC58,3,121526265,121550876,4.424334581158965,11,0.131804,0.00022082268850789227,0.00022082268850789227
KIR3DL2,19,60053709,60070474,3.3626668104482005,12,0.415713,0.00022073208286538373,0.00022073208286538373
FAM118A,22,44084448,44116500,5.348060206591279,27,0.128449,0.00022071063312023486,0.00022071063312023486
ZNF223,19,49248003,49263982,4.720356595797209,17,0.151504,0.00022064541562262564,0.00022064541562262564
HEMGN,9,99728893,99746955,2.8782983897531143,11,0.618534,0.0002205850182751843,0.0002205850182751843
CAB39L,13,48780786,48916222,10.451351827440828,60,0.00173455,0.00022050403983841873,0.00022050403983841873
R3HDML,20,42399039,42413289,7.529841505789984,30,0.0161047,0.00022049801485333315,0.00022049801485333315
SPRR1A,1,151224330,151224600,7.70468513567632,17,0.00766208,0.00022046615672204273,0.00022046615672204273
TACC1,8,38796196,38829703,4.510291917625905,16,0.175924,0.00022025554525594037,0.00022025554525594037
SEC14L5,16,4948318,5009157,7.3737860106471675,50,0.031374400000000004,0.00022016082060746092,0.00022016082060746092
RANBP3L,5,36284860,36337761,9.71053225867169,28,0.00169796,0.00022014180437742334,0.00022014180437742334
EFTUD2,17,40283804,40332289,6.648227340780069,50,0.0648159,0.00022010011538336165,0.00022010011538336165
PAX3,2,222866592,222871944,4.477033527141128,12,0.136405,0.00022006564265021638,0.00022006564265021638
GPR26,10,125415860,125444113,7.3171572932120394,36,0.023905700000000002,0.00022004537596335744,0.00022004537596335744
PENK,8,57520357,57521788,3.4150558249624474,14,0.460244,0.0002199212877385555,0.0002199212877385555
RTEL1,20,61797574,61800479,4.117135650522916,9,0.14662,0.00021986858552539753,0.00021986858552539753
SIT1,9,35639296,35640947,4.935636962127976,17,0.12215999999999999,0.00021967246364541708,0.00021967246364541708
PMS1,2,190426899,190437086,5.103114135923521,10,0.0607779,0.00021960264583114537,0.00021960264583114537
ATP6V1E1,22,16454902,16491588,5.92594720829377,32,0.0854169,0.0002195120091035512,0.0002195120091035512
CCL5,17,31222608,31231490,6.311167587700482,17,0.0308705,0.00021943445712066894,0.00021943445712066894
YLPM1,14,74345835,74358567,8.079874182194168,14,0.00433594,0.00021942183086309935,0.00021942183086309935
PGPEP1,19,18312407,18341763,9.122535559839486,24,0.00262026,0.00021939288316044276,0.00021939288316044276
LAPTM5,1,30977902,31003254,9.817543411506922,33,0.00179808,0.00021931453049562927,0.00021931453049562927
MRPL12,17,77280811,77284953,3.333509361123042,14,0.49934799999999996,0.00021926473314372573,0.00021926473314372573
ZFYVE16,5,79785563,79811254,4.134323162499288,10,0.160135,0.00021921800886216453,0.00021921800886216453
RNF130,5,179315079,179431715,9.264417822575673,63,0.00596836,0.00021917192782562733,0.00021917192782562733
TRNAU1AP,1,28752115,28777644,3.233625738647729,6,0.236486,0.00021910306880234306,0.00021910306880234306
JAZF1,7,27836717,28186962,9.06392689818099,206,0.0238481,0.00021905775384069228,0.00021905775384069228
GIPC1,19,14449570,14467944,9.739694934524058,20,0.00117797,0.00021900467388922843,0.00021900467388922843
LTA4H,12,94929203,94933083,4.352001921568186,13,0.167453,0.00021899653949719779,0.00021899653949719779
RFX6,6,117305068,117360007,7.333096854321885,43,0.0281025,0.0002189114252808307,0.0002189114252808307
GADD45A,1,67923470,67926607,4.4323593998053195,17,0.202069,0.00021886346685262405,0.00021886346685262405
PI4KB,1,149554672,149566757,6.049921903756497,13,0.0306546,0.0002188394891855745,0.0002188394891855745
GLI1,12,56140571,56144918,6.71968744320534,13,0.0156899,0.0002187762477088862,0.0002187762477088862
IFNW1,9,21130630,21132144,4.806892051019393,18,0.147118,0.00021875228105532507,0.00021875228105532507
SDK2,17,68865103,68945503,7.423958520328946,67,0.039984399999999996,0.00021866537503880862,0.00021866537503880862
ACP2,11,47220849,47226939,6.006888773605542,17,0.0418495,0.00021859478997846997,0.00021859478997846997
GRIK1,21,29892990,30234153,12.319254141670033,210,0.0009376380000000001,0.0002185260129327994,0.0002185260129327994
GRPEL1,4,7113156,7120701,5.249857789229302,17,0.08922050000000001,0.00021852365765803527,0.00021852365765803527
TRIM50,7,72364470,72380021,2.9363026137864154,9,0.477554,0.00021816382877907996,0.00021816382877907996
SEC24C,10,75174137,75201925,4.379591341539254,23,0.28820100000000004,0.00021814531204487612,0.00021814531204487612
HCRTR2,6,55213388,55237258,5.6554752842426765,10,0.034983099999999996,0.00021814408839510314,0.00021814408839510314
SLC7A6OS,16,66892020,66902349,7.729051996729548,11,0.00483847,0.00021790544023278705,0.00021790544023278705
CAPRIN2,12,30772579,30775711,3.669425471465235,9,0.22941999999999999,0.0002178880098213677,0.0002178880098213677
CD82,11,44543716,44597891,8.191873135399907,57,0.015783000000000002,0.00021780923880147267,0.00021780923880147267
D2HGDH,2,242338060,242356904,3.3589222719967133,7,0.24340900000000001,0.0002175359790104154,0.0002175359790104154
ATXN2,12,110434659,110520677,4.180239108553873,20,0.305897,0.00021748252619264047,0.00021748252619264047
YWHAE,17,1194592,1250267,8.478472603304638,35,0.00727636,0.00021738532427162895,0.00021738532427162895
IL22,12,66928291,66933548,4.9987215454752185,30,0.202397,0.0002173490414451071,0.0002173490414451071
BNIPL,1,149277895,149286698,6.18923047079856,21,0.0430795,0.00021733380586160157,0.00021733380586160157
SLC37A4,11,118400273,118406800,4.470940426167606,18,0.20585799999999999,0.0002172574480095237,0.0002172574480095237
KRT16,17,37019556,37022605,2.5917165486276916,8,0.5991310000000001,0.0002171092506314384,0.0002171092506314384
CIDEB,14,23844232,23850416,3.7515069136047328,21,0.493129,0.0002170560494114619,0.0002170560494114619
SGCB,4,52581628,52599203,5.406357859026725,16,0.0718073,0.0002170474707326943,0.0002170474707326943
RPS19BP1,22,38255043,38258806,4.141762218711263,6,0.09536889999999999,0.00021697309844097038,0.00021697309844097038
HEY2,6,126112424,126124108,5.578524699501762,17,0.0642283,0.0002169721066339525,0.0002169721066339525
AKNA,9,116177898,116200573,6.989477845103998,29,0.0267243,0.00021693169797486677,0.00021693169797486677
AIDA,1,220907977,220952702,5.245429788151327,27,0.142332,0.00021690535821085023,0.00021690535821085023
RNF165,18,42168184,42294781,11.69188809784198,70,0.000585296,0.00021686224358118055,0.00021686224358118055
FBXL17,5,107241853,107731553,11.772704812346847,230,0.00177381,0.00021685921146319455,0.00021685921146319455
BASP1,5,17328325,17329009,2.593829694198576,7,0.523133,0.0002168411568587076,0.0002168411568587076
LIFR,5,38510821,38631264,10.815541439194911,48,0.000964076,0.00021657606366565167,0.00021657606366565167
PNRC1,6,89848273,89851598,4.344711582293071,12,0.155703,0.00021651449523868584,0.00021651449523868584
GSTA5,6,52804499,52818852,3.736928256796083,11,0.26209899999999997,0.00021639778968025628,0.00021639778968025628
ERGIC1,5,172293270,172312294,8.733846818509207,17,0.00273771,0.00021637870797014757,0.00021637870797014757
FBXO43,8,101218296,101227252,4.7198488347174035,19,0.169414,0.00021632622011089005,0.00021632622011089005
CIRBP,19,1220266,1225809,4.839533259601932,11,0.0870182,0.00021612911398488668,0.00021612911398488668
CASP9,1,15691381,15723971,4.983869570562071,35,0.23966300000000001,0.00021612768558152166,0.00021612768558152166
BCAT1,12,24855545,24993575,8.316482880391836,109,0.0266455,0.0002160328030357674,0.0002160328030357674
TSHZ3,19,36457690,36532030,9.490025174673098,50,0.00378011,0.000215942339535965,0.000215942339535965
SLC15A4,12,127843715,127874494,6.895637109597835,37,0.037451099999999994,0.00021587041401787042,0.00021587041401787042
NFATC4,14,23911860,23918650,5.006142277827745,16,0.107147,0.00021579348212953642,0.00021579348212953642
LIN54,4,84064780,84153064,6.130975687603228,48,0.104374,0.0002156746297551756,0.0002156746297551756
RILPL1,12,122522315,122584453,6.746165670057881,36,0.0423136,0.0002154630500568342,0.0002154630500568342
SLC2A9,4,9644946,9650970,5.52412279083806,18,0.0718086,0.00021540861480597422,0.00021540861480597422
VPS13A,9,79122970,79143917,7.958623664907181,10,0.00349634,0.00021536894328224608,0.00021536894328224608
C1QL2,2,119630288,119632941,4.133314106920819,12,0.192356,0.0002153684874922978,0.0002153684874922978
FICD,12,107433180,107437510,4.75746702967635,12,0.103048,0.00021536388672032224,0.00021536388672032224
CES3,16,65558878,65566553,6.483443337894321,6,0.00917123,0.000215284487751951,0.000215284487751951
SRP19,5,112224891,112231503,4.751708884949992,13,0.11227999999999999,0.0002151963751147484,0.0002151963751147484
GBA,1,153473755,153481112,5.176906049278448,13,0.0733908,0.00021507867259940662,0.00021507867259940662
CORO1B,11,66965282,66967559,7.567952649517727,15,0.00775124,0.00021507004994637216,0.00021507004994637216
DAZAP1,19,1358583,1386682,5.610782537165367,18,0.0658477,0.00021494701306945326,0.00021494701306945326
BARX1,9,95753729,95757429,7.230520792488346,11,0.00796558,0.00021491445950607959,0.00021491445950607959
C11orf65,11,107758936,107843468,5.758505327472543,24,0.0757398,0.0002147536063121781,0.0002147536063121781
CTTN,11,69945998,69960338,4.500740872995688,13,0.14431,0.00021465108836885642,0.00021465108836885642
F5,1,167747815,167822393,9.00243001588202,107,0.013172799999999998,0.0002144266572945556,0.0002144266572945556
MYH2,17,10365189,10393742,6.888211788900562,28,0.0285526,0.00021440434269902624,0.00021440434269902624
RAC1,7,6380650,6410123,8.31465440720816,33,0.00808175,0.0002143430126252444,0.0002143430126252444
RNPEPL1,2,241163591,241166816,6.525948220769713,17,0.024903799999999997,0.0002141159192010246,0.0002141159192010246
UBL5,19,9799567,9801797,7.263730467806596,7,0.00490343,0.00021411356848386248,0.00021411356848386248
DMXL2,15,49646549,49702259,5.740753819536203,24,0.0770963,0.0002140401180252124,0.0002140401180252124
EDNRA,4,148626213,148685556,6.951461202335959,48,0.0459473,0.00021403962461035022,0.00021403962461035022
KCNAB1,3,157491469,157739621,13.089051751253294,161,0.00033290699999999996,0.00021393751231993721,0.00021393751231993721
NUFIP1,13,44411383,44461613,6.273363865783636,27,0.050918599999999994,0.00021383886734427566,0.00021383886734427566
FBLN5,14,91405507,91483799,10.435436418816582,78,0.00229109,0.00021378577295694945,0.00021378577295694945
TTC36,11,117903419,117906950,6.321183026393916,13,0.0233716,0.00021377733565019634,0.00021377733565019634
GNG4,1,233777607,233880677,10.98936164547488,61,0.0010297000000000001,0.00021377718901194134,0.00021377718901194134
NLN,5,65117357,65155145,13.039311626784121,51,0.00011083299999999999,0.00021369619983975977,0.00021369619983975977
GPRC5C,17,69950818,69958314,4.08918456460403,9,0.150776,0.00021366381536007037,0.00021366381536007037
CYP46A1,14,99242086,99263391,4.998049044812011,19,0.128271,0.0002136401374468862,0.0002136401374468862
ASB10,7,150503717,150515852,8.028214483080255,15,0.00489195,0.0002136224124566802,0.0002136224124566802
ZYG11A,1,53132332,53132563,4.694045116497267,8,0.0731968,0.0002135882375230807,0.0002135882375230807
TUFT1,1,149779404,149822683,5.794808131864396,35,0.10651600000000001,0.0002134049286814889,0.0002134049286814889
MGAT4B,5,179156710,179166547,5.417936632498403,11,0.048799199999999994,0.00021327987243956756,0.00021327987243956756
ARPC1A,7,98761445,98801821,5.137730301900088,19,0.111549,0.00021323638742335127,0.00021323638742335127
LTB4R2,14,23849216,23850805,3.547343241277309,18,0.518419,0.0002132182225416842,0.0002132182225416842
SRPK1,6,35908788,35996934,6.325215416838627,41,0.0734138,0.0002131196850449803,0.0002131196850449803
PMAIP1,18,55718171,55722518,5.0186233639434406,16,0.10581800000000001,0.00021305469817350703,0.00021305469817350703
PDE1C,7,31795771,32077516,9.314548170625102,184,0.0165791,0.000213035937129784,0.000213035937129784
LUC7L,16,217241,219165,4.730943181531057,8,0.0705452,0.00021297981976737233,0.00021297981976737233
