Gene,Chr,Gene Start,Gene End,Gene Score,nSNPs,TopSNP P-Value,Gene ReScorePR
ALOX15,17,4480962,4491709,1.0811575,17,0.0635975,1.3438909898743017e-05
SOBP,6,107918009,108089206,6.550624900000001,103,0.06359830000000001,6.550624900000001
LHPP,10,126283759,126292699,1.2721459999999998,20,0.06360729999999999,1.2721459999999998
TMEM220,17,10557363,10574371,1.2724280000000001,20,0.06362140000000001,1.2724280000000001
ARPC2,2,218808308,218827316,1.3363077,21,0.0636337,6.965630432411448e-05
GPBAR1,2,218833982,218836826,0.6999707000000001,11,0.0636337,0.6999707000000001
AAMP,2,218837095,218843137,0.9545055,15,0.0636337,5.5496826510764985e-05
PAX2,10,102498598,102574496,3.3099507999999997,52,0.0636529,0.00027490689470369123
DIABLO,12,121258161,121276552,0.8911616,14,0.0636544,5.27112740397967e-05
ABCC2,10,101532452,101601652,3.1211922000000007,49,0.06369780000000001,3.1211922000000007
OR7G2,19,9073944,9074982,0.8918504,14,0.0637036,0.8918504
OR7G1,19,9086273,9087439,1.0829612,17,0.0637036,1.0829612
GCLM,1,94125177,94147600,1.5929275,25,0.0637171,0.00012045786074524207
DSP,6,7486868,7531945,4.0153680000000005,63,0.063736,0.00016351319414076662
ECE1,1,21432184,21489569,2.6774328000000005,42,0.06374840000000001,0.00013620595369038383
TTC30A,2,178187271,178191940,1.7855964000000002,28,0.0637713,6.140881518008596e-05
SYF2,1,25429386,25431600,0.8296704000000001,13,0.06382080000000001,0.8296704000000001
MYO1F,19,8516326,8548307,0.9574020000000001,15,0.0638268,0.9574020000000001
BHLHE23,20,61107845,61108787,0.7665924,12,0.0638827,0.7665924
IL18RAP,2,102406069,102407082,0.7667075999999999,12,0.0638923,3.6991386396007555e-05
COPS5,8,68125918,68137116,0.638957,10,0.0638957,5.659567323672764e-06
COPS7A,12,6703732,6711291,0.8946756,14,0.0639054,0.8946756
SERPINB11,18,59528392,59542102,1.8536887,29,0.0639203,1.8536887
DMTF1,7,86630133,86663584,1.022792,16,0.0639245,5.510255232393072e-05
PITRM1,10,3183400,3205003,2.8127616,44,0.0639264,7.835806507985088e-05
ZNF623,8,144803096,144807043,0.7672836000000001,12,0.0639403,0.00012041651826414065
CEACAM6,19,46951340,46967953,1.0238863999999999,16,0.06399289999999999,1.1511240824855928e-05
AQP3,9,33431159,33437590,1.0886647,17,0.0640391,0.00012031223095053683
CLEC2B,12,9896234,9913725,1.2810080000000001,20,0.06405040000000001,1.1205967695001855e-05
RASA1,5,86600521,86723489,2.4352452,38,0.0640854,3.251578745754338e-05
TMCC1,3,130849324,131095093,3.845874,60,0.0640979,9.549294618262688e-05
GLB1,3,33013103,33113698,3.3974272,53,0.0641024,7.259423539532466e-05
PHKB,16,46256683,46292935,0.8333714999999999,13,0.0641055,0.8333714999999999
INTS6,13,50921621,50925276,0.5771151,9,0.0641239,0.5771151
PSPC1,13,19175008,19255083,1.7968664,28,0.0641738,2.5881058230956517e-05
PRG3,11,56900818,56905199,0.5777172,9,0.0641908,1.9980943689459572e-05
LHFPL4,3,9515044,9570486,1.6692468,26,0.0642018,6.112084417214187e-05
ZNF678,1,225817866,225976975,3.7248122000000006,58,0.06422090000000001,3.7248122000000006
KRBA1,7,149051757,149062597,1.3487292,21,0.0642252,3.7214063034765585e-05
HEY2,6,126112424,126124108,1.0918811,17,0.0642283,1.930471870679216e-05
PCM1,8,17874117,17931737,2.6987352000000002,42,0.06425560000000001,0.00016083424299107068
PYGO1,15,53625512,53668342,1.8656686000000005,29,0.06433340000000001,1.8656686000000005
POLR2A,17,7328573,7358655,2.1230517,33,0.0643349,8.905136583901812e-05
SERINC5,5,79443229,79587626,6.111844,95,0.0643352,6.111844
SURF6,9,135187372,135192868,1.3517196,21,0.0643676,1.3517196
MED22,9,135197575,135204793,1.4804548,23,0.0643676,0.0001951618637554441
NMBR,6,142438437,142451629,0.7081590999999999,11,0.0643781,5.665181880951265e-05
BRD8,5,137531230,137542257,1.0945671000000001,17,0.06438630000000001,9.293165970493629e-06
KIF20A,5,137543247,137551261,1.0301808000000001,16,0.06438630000000001,1.0301808000000001
ELOVL2,6,11088978,11152610,2.9626714,46,0.0644059,0.00027669061943353957
MRPL19,2,75727416,75751387,2.576452,40,0.0644113,2.576452
ARHGAP26,5,142414196,142588435,8.376667000000001,130,0.0644359,8.376667000000001
RWDD3,1,95472298,95485369,1.2246145999999998,19,0.0644534,9.083183690339263e-06
METTL5,2,170376569,170389645,0.644591,10,0.0644591,6.410047295575075e-05
ANKRD23,2,96867378,96873485,0.4512963000000001,7,0.06447090000000001,4.003881992276567e-06
ANKRD39,2,96877450,96887483,0.4512963000000001,7,0.06447090000000001,0.4512963000000001
XAB2,19,7590410,7600439,1.4830606999999998,23,0.0644809,0.00021589847640835925
HMGN2,1,26672780,26675720,0.7093910999999999,11,0.0644901,8.285474107777464e-05
GFRA3,5,137615967,137638152,1.0319552,16,0.0644972,8.757413398161632e-06
NFU1,2,69480968,69518257,1.4834908,23,0.0644996,1.4834908
RAB11FIP1,8,37842992,37854793,0.9035096000000001,14,0.06453640000000001,0.9035096000000001
ANG,14,20231563,20232007,1.3552896,21,0.0645376,1.3552896
RNASE4,14,20237370,20237814,0.7744512,12,0.0645376,6.259720431152119e-06
LILRA2,19,59777109,59790833,1.0974928,17,0.0645584,1.0974928
GATA2,3,129680959,129694718,1.0332848,16,0.0645803,2.2173684349828633e-05
SLC25A38,3,39399818,39413823,1.0334224,16,0.0645889,3.3257679895784255e-05
RPSA,3,39425031,39429036,0.9042446000000001,14,0.0645889,0.00010262584966538135
TMEM14B,6,10855980,10960972,3.4232382,53,0.0645894,6.91305040846439e-05
MAK,6,10899893,10946746,1.9376820000000001,30,0.0645894,5.642712234929852e-05
DIAPH3,13,59464202,59636120,3.877026,60,0.0646171,0.00031742641987106017
SH2D4B,10,82392731,82396296,1.099067,17,0.064651,1.099067
MESP2,15,88120592,88122986,0.7113590000000001,11,0.064669,0.7113590000000001
ANPEP,15,88129129,88159076,1.6167250000000002,25,0.064669,0.00011003575179896022
EFNA3,1,153324108,153326638,0.5822162999999999,9,0.06469069999999999,5.874204851606443e-05
ZNF334,20,44563113,44575601,0.9710234999999999,15,0.0647349,3.1253161082491035e-05
TCFL5,20,60953292,60963560,0.9063823999999999,14,0.0647416,7.913604191208737e-06
RTP4,3,188568861,188572063,1.1656494000000002,18,0.0647583,1.4901789297790498e-05
BYSL,6,42005279,42007272,0.84188,13,0.06476,6.721156048533917e-05
CCND3,6,42010648,42124404,3.95036,61,0.06476,0.0006161954255428059
MPP5,14,66777773,66872289,1.8132995999999997,28,0.06476069999999999,1.8132995999999997
TMEM205,19,11314457,11317924,0.5828597999999999,9,0.06476219999999999,0.5828597999999999
PGGT1B,5,114574425,114626468,2.0079413,31,0.0647723,6.882781880227914e-05
MPRIP,17,17016736,17029598,0.9068863999999999,14,0.06477759999999999,0.9068863999999999
DEFB108B,11,71221893,71226256,0.1296078,2,0.0648039,1.3070007390831049e-05
RNF4,4,2440980,2487381,2.3330988000000006,36,0.06480830000000001,3.53487269041426e-05
HIGD1B,17,40280804,40283374,1.0370544,16,0.0648159,2.0410011255695038e-05
EFTUD2,17,40283804,40332289,3.240795,50,0.0648159,8.67085653382398e-05
OR51A7,11,4885175,4886114,2.0098571,31,0.0648341,2.0098571
OR51G2,11,4892524,4893469,2.2691935,35,0.0648341,2.2691935
OR51G1,11,4901179,4902145,2.0098571,31,0.0648341,2.0098571
CAPN1,11,64705918,64736052,1.296794,20,0.0648397,0.00016379670655244775
HTN3,4,70928764,70936836,0.7132883999999999,11,0.0648444,9.914284251916386e-05
FGF10,5,44340853,44424541,2.7236538,42,0.0648489,0.00012239296236282181
POLR3GL,1,144167592,144181744,0.6487890000000001,10,0.0648789,3.1177047797581624e-05
ANKRD34A,1,144184685,144186176,0.32439450000000003,5,0.0648789,6.973425273443754e-07
OR4C3,11,48303068,48304058,0.4542195,7,0.0648885,0.4542195
MXRA7,17,72187245,72218651,1.946787,30,0.0648929,1.946787
EFCAB2,1,243200314,243352916,5.5845046,86,0.0649361,5.5845046
TERT,5,1306286,1348162,1.5587976000000001,24,0.0649499,1.5587976000000001
RBL2,16,52037193,52083061,1.6238075,25,0.0649523,0.00020652272321966083
SERPIND1,22,19463468,19472008,1.6906032,26,0.0650232,2.0147686157577048e-05
SCRN3,2,174983010,175001974,1.2357923,19,0.0650417,1.2357923
ZMYND8,20,45360295,45418881,1.170918,18,0.065051,6.541108386853179e-05
FABP1,2,88203653,88208693,1.8869052999999998,29,0.06506569999999999,2.2746944595002513e-05
RNF187,1,226742545,226749297,0.4559394,7,0.0651342,0.4559394
RNF114,20,47986320,48003829,0.8468070000000001,13,0.065139,2.9098757992449652e-05
ZNF92,7,64476202,64503433,0.977187,15,0.0651458,5.630716831401867e-05
EPS8,12,15664341,15833601,3.5192124,54,0.0651706,3.5192124
FRZB,2,183406981,183439743,2.5428234,39,0.0652006,2.5428234
THNSL2,2,88255272,88267261,0.9785400000000001,15,0.065236,1.445700939768163e-05
ALDH3A1,17,19582227,19588673,1.0438976,16,0.0652436,7.15124196902386e-06
WNT6,2,219432789,219447198,0.9137253999999999,14,0.0652661,0.9137253999999999
MAP4K2,11,64313184,64327289,0.7179403,11,0.0652673,0.7179403
MEN1,11,64327569,64335342,0.5874057,9,0.0652673,5.855674840552701e-05
LCE1A,1,151066572,151066905,0.5874867000000001,9,0.06527630000000001,2.0915321041197362e-05
UBE2T,1,200567407,200577707,0.652874,10,0.0652874,2.6780990916856688e-05
FOXJ1,17,71644009,71648966,0.6529,10,0.06529,1.9674504753907333e-05
INTS10,8,19719197,19753866,1.9600920000000002,30,0.0653364,2.109061479672218e-05
RHPN1,8,144522399,144537533,0.9802845,15,0.0653523,2.417924831902585e-05
USP44,12,94435017,94469394,1.699334,26,0.065359,3.480241505908833e-05
CD1E,1,156592240,156593967,0.5884704000000001,9,0.0653856,7.520235352917692e-06
CDX1,5,149526536,149544314,1.2424138,19,0.0653902,0.00010702067781910006
CFDP1,16,73986080,74024888,1.046624,16,0.065414,3.203821720458518e-05
OR4X2,11,48223231,48224143,0.6542789999999999,10,0.0654279,0.6542789999999999
MEF2D,1,154700143,154737153,1.3740153,21,0.0654293,0.00027730396709719726
MSH4,1,76035217,76151511,3.8623701,59,0.0654639,0.00016060949594293308
PATL1,11,59166928,59193087,0.7201557000000001,11,0.0654687,1.1335234172607092e-05
ZNF704,8,81713323,81949571,4.1246919,63,0.06547130000000001,4.1246919
OR3A1,17,3141678,3142626,0.5896188,9,0.0655132,0.5896188
HES5,1,2450043,2451544,0.9172814,14,0.0655201,0.9172814
FZD5,2,208339950,208341708,0.45880730000000003,7,0.0655439,1.354098566123162e-06
RAMP1,2,238432925,238485494,2.8215567999999998,43,0.0656176,0.00012899620150375683
AZI2,3,28348185,28365579,0.656215,10,0.0656215,0.656215
WBP4,13,40533696,40556139,0.7220026,11,0.0656366,0.7220026
UBE2D4,7,43932571,43959688,1.314432,20,0.0657216,1.314432
PLEKHG3,14,64274529,64280813,0.657335,10,0.0657335,2.5173955858559207e-06
PPIE,1,39980763,39991965,1.0519936,16,0.0657496,5.565510848245099e-05
ZNF114,19,53476606,53482675,0.657641,10,0.0657641,0.657641
CCDC114,19,53498718,53517003,0.9864615000000001,15,0.0657641,0.9864615000000001
TNFAIP8,5,118719494,118758193,1.9073097,29,0.0657693,1.9073097
PDE5A,4,120634997,120769429,4.0777958,62,0.0657709,0.00032743331673022036
QRFP,9,132758635,132759046,1.4478947999999998,22,0.0658134,1.4478947999999998
DTWD2,5,118203134,118352139,3.2260130000000005,49,0.065837,7.104915201281445e-05
GAMT,19,1349605,1352552,0.7901723999999999,12,0.0658477,4.591829369484778e-06
DAZAP1,19,1358583,1386682,1.1852585999999998,18,0.0658477,2.2220289528283202e-05
ATF6,1,160194974,160199584,1.1864556,18,0.06591419999999999,1.1864556
MYRIP,3,39826981,40179457,11.0746608,168,0.0659206,0.001048798112376123
CEP55,10,95246378,95278839,1.8466504000000001,28,0.0659518,2.0984523065834296e-05
OPN4,10,88410212,88413850,1.3192760000000001,20,0.0659638,1.3192760000000001
C6orf89,6,36990027,37004718,1.5831312,24,0.0659638,1.5831312
RHOBTB3,5,95092605,95157827,2.5729547999999998,39,0.0659732,2.5729547999999998
AQP9,15,56217699,56265402,4.817153199999999,73,0.06598839999999999,0.0001874073983992556
NVL,1,222481658,222584495,2.5083648,38,0.0660096,3.6376230705479865e-05
CENPF,1,212843154,212904537,2.971179,45,0.0660262,2.971179
SLC2A6,9,135326040,135334039,1.1224844999999999,17,0.06602849999999999,0.00021642911970480035
LRRC66,4,52554622,52578543,1.1224964,17,0.0660292,1.1224964
SLC44A3,1,95062636,95133390,5.1515568,78,0.0660456,5.1515568
NUDT13,10,74540215,74561587,1.1891988,18,0.0660666,1.1891988
ECD,10,74564288,74597823,1.321332,20,0.0660666,1.9606190516695303e-05
RAP2A,13,96884476,96918245,1.4539073999999998,22,0.0660867,0.0001258434022645378
GTPBP8,3,114192489,114202911,0.5948262000000001,9,0.0660918,4.263112529646425e-06
GART,21,33818186,33836286,1.1237765,17,0.0661045,2.5676554265037343e-05
MELK,9,36641742,36667679,0.8594105,13,0.0661085,4.88583358074157e-05
CMC1,3,28258127,28336267,2.3819652,36,0.0661657,2.3819652
KCP,7,128317236,128338009,0.7941768,12,0.0661814,1.2397672549993038e-05
THPO,3,185573869,185576886,1.2577753,19,0.0661987,4.691256035864284e-05
CHRD,3,185581716,185590311,1.1253779,17,0.0661987,2.208286244757787e-05
SYT3,19,55817045,55834865,0.8609627000000001,13,0.0662279,5.207089241723736e-06
RAB22A,20,56318176,56375969,2.7832854,42,0.0662687,4.850575258354501e-05
C1orf131,1,229439064,229443547,0.9278304000000002,14,0.06627360000000002,0.9278304000000002
GNPAT,1,229443541,229480342,1.7893872000000004,27,0.06627360000000002,1.7893872000000004
COL1A2,7,93884971,93891691,2.1907115999999998,33,0.06638519999999999,0.0003237710837116717
CKAP4,12,105155919,105165843,1.2617595999999998,19,0.06640839999999999,3.402769232604109e-05
TMEM161B,5,87526778,87600421,2.5257992,38,0.0664684,3.670174173786341e-05
SFTPD,10,81687475,81698841,1.6622150000000002,25,0.06648860000000001,0.00011425493466432203
CDC42SE1,1,149290070,149298749,1.0653344,16,0.0665834,0.00011509411779600206
ZNF791,19,12582731,12601676,0.9988994999999999,15,0.0665933,0.9988994999999999
RGS1,1,190811479,190815782,1.6007064000000002,24,0.06669610000000001,3.357131519948419e-05
TUBA3E,2,130665787,130672504,0.20009519999999997,3,0.06669839999999999,0.20009519999999997
COL9A2,1,40538749,40555647,1.4012921999999997,21,0.06672819999999999,0.00017113747165055804
SPATA18,4,52612349,52658215,1.8689748000000002,28,0.0667491,7.615852170072067e-05
DMRT3,9,966963,981732,1.5360044000000002,23,0.0667828,7.012400993372757e-05
TSPAN16,19,11267823,11298672,1.8699240000000001,28,0.06678300000000001,0.0001577763555804129
EMP1,12,13240923,13260975,2.5385976,38,0.06680520000000001,0.0002472361112400486
ENPP3,6,132000067,132110243,3.1419265000000003,47,0.0668495,0.0009581688396794926
PTPRB,12,69271780,69317486,4.278592,64,0.066853,0.00015136091818917697
EXOC6,10,94697266,94809241,4.4793319,67,0.0668557,0.00023215764209387623
CATSPERB,14,91116870,91268166,4.881882300000001,73,0.0668751,4.881882300000001
RAB3GAP2,1,218390456,218404760,0.668865,10,0.0668865,6.449285437363478e-05
CSGALNACT2,10,42953939,43000755,1.6052928,24,0.0668872,1.6052928
ANKRD13A,12,108951665,108961618,0.66889,10,0.066889,0.66889
GRP,18,55038379,55048982,1.6054535999999997,24,0.06689389999999999,0.0001462761794087461
VNN1,6,133044421,133076881,3.1440979000000002,47,0.0668957,6.92234031598192e-05
TINAGL1,1,31814746,31825874,0.8701459,13,0.0669343,4.198578652100134e-05
ZCCHC24,10,80812088,80875386,4.1501622000000005,62,0.06693810000000001,4.1501622000000005
RRAGA,9,19039371,19041021,1.339172,20,0.06695860000000001,0.0001514415833792519
SULT1E1,4,70749432,70760459,2.344356,35,0.0669816,0.00022458808359196382
LGALS1,22,36401558,36405755,0.938189,14,0.0670135,8.667561094002706e-05
NOL12,22,36412289,36419431,1.2062430000000002,18,0.0670135,1.2062430000000002
OR6C75,12,54045161,54046100,0.670516,10,0.0670516,0.670516
FHOD3,18,32564606,32614016,1.6093392,24,0.0670558,1.6093392
ASCL3,11,8915738,8916284,1.0734048,16,0.0670878,1.0515357144755132e-05
SEPT9,17,72982919,73008273,1.0736272,16,0.0671017,2.3490163810122893e-05
MEP1A,6,46869052,46915478,1.7457440000000002,26,0.06714400000000001,8.147614396147846e-05
ZNF681,19,23720860,23729539,0.335784,5,0.0671568,4.624182916139943e-05
AEBP1,7,44117277,44120684,0.9403071999999999,14,0.0671648,4.547728822833882e-05
POLD2,7,44120810,44129672,1.007472,15,0.0671648,2.5015505407940146e-05
C11orf54,11,93126482,93135895,0.671948,10,0.0671948,0.671948
TMEM136,11,119703040,119709598,1.0756591999999998,16,0.06722869999999999,1.0756591999999998
DUS4L,7,107002573,107006204,0.8742513000000001,13,0.06725010000000001,0.8742513000000001
BCAP29,7,107008032,107050998,1.7485026000000001,26,0.06725010000000001,0.00014736412014713834
SERPINE2,2,224548120,224612237,4.6408296,69,0.0672584,4.6408296
KIAA0232,4,6835359,6936800,2.5559635999999997,38,0.0672622,0.00032490665461898274
NR3C1,5,142759413,142763805,0.672898,10,0.0672898,5.330082331479057e-06
RNF20,9,103335953,103365447,1.143998,17,0.067294,1.143998
NDUFS8,11,67556194,67560690,1.009422,15,0.0672948,1.2860920982119275e-05
TCIRG1,11,67574004,67574942,0.336474,5,0.0672948,1.024563682158447e-05
MEIS2,15,34970523,35180792,8.0108063,119,0.06731770000000001,0.0008191543082824038
ATP6V1D,14,66874341,66896344,1.2124584000000003,18,0.06735880000000001,1.2124584000000003
SAA4,11,18209478,18214910,1.2127535999999999,18,0.0673752,1.931094706826626e-05
LGALS4,19,43984154,43995422,0.8764093000000001,13,0.0674161,4.83474201409514e-05
ECH1,19,43997901,44014337,1.1460737,17,0.0674161,8.790442159807883e-06
FAM71F2,7,128099581,128111535,1.2810446,19,0.0674234,1.2810446
ZDHHC7,16,83565683,83602642,2.6971640000000003,40,0.0674291,0.00010711447471558919
SAP30BP,17,71174993,71215734,1.0789263999999998,16,0.06743289999999999,1.2812772230423359e-05
NTF4,19,54256433,54257066,0.6743560000000002,10,0.06743560000000001,3.8038483996159143e-06
KCNA7,19,54262486,54268010,0.7417916000000001,11,0.06743560000000001,3.2961779732386526e-05
TMBIM1,2,218847160,218865524,1.349192,20,0.0674596,1.2743791203223174e-05
GNAL,18,11742185,11871919,5.602026899999999,83,0.0674943,0.0004948520566296571
GTF2F2,13,44592671,44756237,3.5777067000000002,53,0.0675039,9.63139467889985e-05
ADAM7,8,24389306,24440371,2.9704664000000003,44,0.0675106,0.0002927259900453612
ZNF638,2,71498859,71515697,0.5402336,8,0.0675292,9.330038608749999e-05
MAP3K8,10,30767756,30790767,1.4856643999999999,22,0.0675302,1.4856643999999999
FEZ2,2,36632904,36678836,3.4440758999999996,51,0.06753089999999999,0.00046155201165966694
DDN,12,47675199,47679355,0.47282899999999994,7,0.067547,0.47282899999999994
MRPL42,12,92385400,92420563,1.9590863000000003,29,0.06755470000000001,7.536861746237354e-05
PRR11,17,54587874,54635667,1.2160710000000001,18,0.06755950000000001,4.1055506908204674e-05
NDUFS2,1,159439850,159445727,1.1485998999999998,17,0.06756469999999999,0.00010022890788058312
C1QTNF7,4,15038765,15056364,1.68995,25,0.067598,7.618552447360986e-05
PDIK1L,1,26310912,26324626,0.8112408,12,0.0676034,0.8112408
TMEM80,11,685615,694129,1.4197764,21,0.0676084,1.4197764
RBP1,3,140727936,140741180,1.5552139999999999,23,0.067618,0.0005123489366272102
C16orf46,16,79652085,79668373,1.8263744999999998,27,0.0676435,1.8263744999999998
WDR38,9,126655575,126659981,0.8118492000000002,12,0.06765410000000001,4.686345336857261e-05
RPL35,9,126659978,126664061,0.8118492000000002,12,0.06765410000000001,8.635469821826333e-06
FAM98C,19,43585614,43591568,0.879593,13,0.067661,7.445285089813363e-06
WDR37,10,1109843,1168237,3.1135422,46,0.0676857,3.1135422
SLAMF8,1,158063102,158073906,1.5580751999999998,23,0.0677424,4.591814167255756e-05
NOVA2,19,51134630,51168497,1.6937200000000003,25,0.06774880000000001,0.00023327870061396296
RHBDF1,16,51582,63966,2.1683136000000003,32,0.06775980000000001,3.1005098021854846e-05
OR13F1,9,106306364,106307324,1.4909554,22,0.0677707,1.2913319571612826e-05
UBE2V2,8,49083547,49137007,0.6780019999999999,10,0.06780019999999999,1.1506025095012605e-05
ZCCHC8,12,121523387,121551471,1.6274088,24,0.0678087,1.6274088
FUS,16,31107146,31109220,0.47482189999999996,7,0.0678317,1.5135605642283632e-05
RBM42,19,40811819,40820427,1.018743,15,0.0679162,1.018743
ETV2,19,40824486,40827613,0.8149944,12,0.0679162,0.00019693497864609234
COX6B1,19,40830994,40841524,0.8829106,13,0.0679162,0.8829106
OR5F1,11,55517732,55518677,0.1358674,2,0.0679337,0.1358674
MKLN1,7,130805282,130808246,0.6120639,9,0.0680071,3.7068297132090443e-06
WNT5B,12,1610238,1626639,2.1781023999999998,32,0.06806569999999999,2.1781023999999998
KRTAP5-7,11,70915960,70916858,0.8853624000000001,13,0.06810480000000001,0.8853624000000001
ZNF174,16,3391244,3399365,0.8853663,13,0.0681051,0.8853663
CAP1,1,40278841,40310908,2.4518916,36,0.0681081,2.4518916
NRP1,10,33540343,33664012,7.219469199999999,106,0.0681082,0.0005913946662480374
DDX58,9,32456287,32516322,2.384081,35,0.0681166,3.089709901816255e-05
ANKRD34B,5,79890049,79891594,0.7493816000000001,11,0.06812560000000001,0.7493816000000001
SECISBP2L,15,47096336,47125922,1.2950722999999997,19,0.06816169999999999,1.2950722999999997
STXBP6,14,24354707,24589011,12.4064486,182,0.0681673,12.4064486
PAPSS2,10,89410691,89477226,4.635913599999999,68,0.06817519999999999,0.00020689495572023632
PLS1,3,143858428,143915191,1.7055500000000001,25,0.068222,0.0002732872369659506
ZFP36,19,44589337,44591848,0.8871278000000001,13,0.06824060000000001,1.9568976827990128e-05
PLEKHG2,19,44597471,44610895,1.4330526000000003,21,0.06824060000000001,1.4330526000000003
NUAK2,1,203543276,203544483,1.0927552,16,0.0682972,1.7074514710668387e-05
BNIP3,10,133631193,133645425,0.683625,10,0.0683625,1.3787393088265716e-05
ZNF507,19,37528392,37570411,1.7090675,25,0.0683627,1.7090675
ZNF30,19,40109646,40127916,1.6412496,24,0.0683854,1.6412496
KRT39,17,36368194,36376670,1.2322511999999999,18,0.06845839999999999,1.2322511999999999
SPOP,17,45031244,45110524,2.1223778,31,0.0684638,2.1223778
PPP1R14C,6,150505880,150613221,5.8202305,85,0.0684733,0.00019520186036372492
VAPB,20,56397650,56455369,3.1506366,46,0.0684921,3.1506366
NBN,8,91014739,91066075,3.2892048000000003,48,0.0685251,3.2892048000000003
DQX1,2,74598765,74606916,0.753907,11,0.068537,3.6434787629813226e-06
AUP1,2,74607282,74610482,0.548296,8,0.068537,3.080646155276906e-05
HTRA2,2,74611251,74612547,0.479759,7,0.068537,0.479759
LOXL3,2,74614362,74634570,1.096592,16,0.068537,1.096592
PIK3R4,3,131880467,131948386,1.5769305999999998,23,0.06856219999999999,1.5769305999999998
FBXO48,2,68543008,68547894,0.274276,4,0.068569,2.9403716858942544e-05
LIPH,3,186708263,186753063,1.9895102000000002,29,0.0686038,4.4233881608430005e-05
NTRK2,9,86556713,86682633,5.48916,80,0.0686145,0.0003582024158019723
CLDN10,13,95002960,95029907,1.1673594,17,0.0686682,5.993016963097304e-05
DYDC1,10,82085843,82106491,1.4422779000000001,21,0.0686799,0.0003484310253446094
DYDC2,10,82106537,82117809,1.0988784,16,0.0686799,1.0988784
ISX,22,33792129,33813380,3.5721711999999997,52,0.0686956,7.364076594461071e-05
GPR141,7,37746520,37747438,0.7562005,11,0.0687455,0.7562005
ARAP3,5,141031852,141040593,0.48128429999999994,7,0.0687549,2.4654339103044534e-06
SCLY,2,238670173,238672793,1.1001952,16,0.0687622,1.1001952
ESPNL,2,238681170,238706667,1.5127684,22,0.0687622,1.5127684
UGDH,4,39176769,39205606,1.9259127999999999,28,0.0687826,1.9259127999999999
SETDB2,13,48923689,48964299,2.1340338,31,0.0688398,2.1340338
PHF11,13,48968528,49001118,2.9601114,43,0.0688398,2.9601114
FSD1L,9,107250145,107351206,3.030126,44,0.0688665,0.00032656713418724253
MFSD5,12,51932886,51934239,0.6198452999999999,9,0.0688717,0.6198452999999999
HAMP,19,40465249,40467885,0.9647945999999998,14,0.06891389999999999,0.9647945999999998
MAG,19,40474877,40511973,1.9985030999999995,29,0.06891389999999999,0.0004265724858887368
FAM180A,7,135068843,135083987,1.3093926,19,0.0689154,1.3093926
ID4,6,19945595,19948894,0.9648268,14,0.0689162,6.296235455728755e-05
C3orf22,3,127751208,127760448,1.1030959999999999,16,0.06894349999999999,1.1030959999999999
CD55,1,205565589,205600934,1.5861489999999998,23,0.068963,2.982802749271204e-05
DCUN1D4,4,52404032,52477760,2.4137469999999994,35,0.06896419999999999,2.4137469999999994
HTR1D,1,23390974,23393809,0.8279003999999999,12,0.06899169999999999,0.00010432962124187093
RPS15A,16,18701790,18709157,0.6905709999999999,10,0.0690571,3.0239659373265718e-05
ARL6IP1,16,18710491,18720358,0.9667994,14,0.0690571,8.162224389148432e-06
GARS,7,30600705,30640173,1.382126,20,0.0691063,1.535695870340282e-05
TMPRSS4,11,117470740,117501252,3.5245029,51,0.0691079,0.00011567425498258496
ZRANB3,2,135743001,136005276,4.7696112,69,0.0691248,4.7696112
SLC22A1,6,160462852,160499740,3.1129965,45,0.0691777,3.1129965
ITGAE,17,3564667,3651286,2.6989755,39,0.0692045,4.5479704015618564e-05
CCDC85B,11,65414450,65415682,1.1766601,17,0.06921530000000001,0.0002699912927517335
FOSL1,11,65416267,65424573,1.3150907,19,0.06921530000000001,1.3150907
VCL,10,75427877,75549920,3.1853160000000003,46,0.069246,3.1853160000000003
VPS54,2,63973170,64099718,3.3935293,49,0.0692557,3.3935293
NCCRP1,19,44379443,44384362,0.7618831,11,0.06926210000000001,3.280158461980542e-05
HRH4,18,20294590,20313919,2.2163904,32,0.0692622,2.2163904
CLU,8,27510367,27528244,1.8026996,26,0.0693346,0.0003191311307403405
AVIL,12,56486205,56494276,0.9014343,13,0.0693411,5.074150659482844e-05
NEK3,13,51604779,51631997,1.664868,24,0.0693695,0.00019682816917244886
MYCT1,6,153060722,153087408,2.2199392000000002,32,0.06937310000000001,2.2199392000000002
ESCO1,18,17363259,17434691,1.1100912,16,0.0693807,1.1100912
CDC7,1,91752963,91763902,0.83262,12,0.069385,4.2516062973668215e-05
EFCAB3,17,57811645,57847569,1.7351275000000004,25,0.06940510000000001,1.7351275000000004
CORO1C,12,107563015,107649424,3.1234545000000007,45,0.06941010000000002,5.520010578903542e-05
PPARD,6,35486741,35499903,2.9156316,42,0.0694198,0.0005347908424040284
TMF1,3,69151667,69184174,1.1801417,17,0.0694201,1.1801417
BIRC6,2,32435599,32697469,5.6960972000000005,82,0.0694646,0.0002069929569090842
MFSD3,8,145705359,145707397,0.9727466,14,0.0694819,3.686676962319261e-05
RECQL4,8,145707478,145714008,1.2506742,18,0.0694819,8.836331556102796e-05
LRRC24,8,145718579,145723979,1.1117104,16,0.0694819,1.1117104
LRRC14,8,145718773,145721333,1.0422285,15,0.0694819,1.0422285
RXFP2,13,31211678,31275009,4.4469504,64,0.0694836,4.4469504
CNNM3,2,96845717,96864848,0.9732212,14,0.0695158,0.9732212
