Gene,Chr,Gene Start,Gene End,Gene Score,nSNPs,TopSNP P-Value,Gene ReScorePR,Gene ReScoreRWR
C12orf54,12,47163289,47176434,0.00266379,20,0.053275800000000005,2.1306067607116113e-08,0.007543874678300556
GALNT10,5,153763529,153780003,0.0012396837209302325,43,0.0533064,7.997322520429643e-08,0.007670402683102058
GAL3ST1,22,29280623,29298817,0.003135788235294118,17,0.053308400000000006,3.338250085737527e-08,0.007533760053391782
RC3H1,1,172174459,172228833,0.0019744000000000003,27,0.05330880000000001,0.0019744000000000003,0.0019744000000000003
NEU2,2,233605625,233608011,0.003136023529411765,17,0.0533124,2.063024750423348e-07,0.007614927496814204
TIFA,4,113418466,113419021,0.0031389882352941176,17,0.0533628,9.65451886635685e-09,0.0068887630903273185
SALL2,14,21059312,21075177,0.002541304761904762,21,0.053367399999999995,2.4996174369124047e-07,0.008287099299876175
CASP12,11,104266306,104274607,0.0026689099999999996,20,0.053378199999999994,0.0026689099999999996,0.0026689099999999996
TRIM66,11,8649710,8657847,0.0031418235294117646,17,0.053411,1.98006405570739e-08,0.007172301251964314
RPL27A,11,8660570,8667995,0.0028111052631578947,19,0.053411,2.921698035707278e-08,0.007292824836413647
NLRP2,19,60169582,60204317,0.002225508333333333,24,0.05341219999999999,2.8853609344095204e-07,0.00709251414121657
BSX,11,122353566,122357589,0.0059366555555555554,9,0.053429899999999995,6.249138786145404e-08,0.007448340521527515
ZIC5,13,99413275,99422179,0.0038167285714285717,14,0.0534342,1.870011063110124e-08,0.007436210253690337
PIGG,4,483077,506631,0.0022270041666666665,24,0.0534481,2.3617480914826298e-08,0.007466629287884795
C1orf198,1,229039488,229071958,0.0019800703703703702,27,0.0534619,0.0019800703703703702,0.0019800703703703702
FGG,4,155745177,155753352,0.004456125,12,0.0534735,1.0092027858684384e-07,0.00743083367974803
ZNF485,10,43421880,43433358,0.002139028,25,0.053475699999999994,0.002139028,0.002139028
RCL1,9,4850453,4875917,0.0010490529411764705,51,0.05350169999999999,5.6032107227163496e-08,0.007279789931812341
MRPL46,15,86803712,86811637,0.005944822222222222,9,0.0535034,0.005944822222222222,0.005944822222222222
ANGPTL5,11,101266614,101292463,0.0020583653846153846,26,0.053517499999999996,4.823851129950773e-09,0.006622950564657409
MICAL3,22,16722982,16769652,0.0013060463414634148,41,0.0535479,1.215469720479715e-07,0.007328379766889252
SPIB,19,55614027,55624060,0.002975972222222222,18,0.0535675,6.220118247177199e-07,0.007933772773300374
TRIOBP,22,36483565,36502509,0.004464075,12,0.053568899999999996,2.0361671432490017e-07,0.007284558936983247
DPPA2,3,110495330,110518054,0.004122376923076923,13,0.0535909,0.004122376923076923,0.004122376923076923
DPPA4,3,110527677,110539109,0.002820573684210526,19,0.0535909,2.4980262690651464e-07,0.008052733249474805
UNC13D,17,71343687,71350599,0.0044674833333333335,12,0.053609800000000006,2.1842096787454836e-08,0.007194438080616819
UBE2E2,3,23219811,23607074,0.000397334074074074,135,0.053640099999999996,5.557452232370285e-09,0.007056092926583695
B3GNT3,19,17766918,17785385,0.0025543571428571425,21,0.053641499999999995,7.435930283979464e-08,0.008769695087850195
INSL3,19,17788321,17793320,0.0035760999999999996,15,0.053641499999999995,1.4425108580757046e-08,0.007384737501386473
COL17A1,10,105812934,105835628,0.002982866666666666,18,0.05369159999999999,1.7841631233416436e-08,0.00718447952857701
MED25,19,55024854,55033848,0.0048835909090909095,11,0.0537195,0.0048835909090909095,0.0048835909090909095
SCGB2A1,11,61732715,61737984,0.004478583333333333,12,0.05374299999999999,1.9723301217890898e-08,0.00707757641284331
BCLAF1,6,136619693,136652682,0.00358342,15,0.0537513,1.2420255264413964e-08,0.006666351188983041
TPTE2,13,18895018,19008903,0.001991162962962963,27,0.0537614,3.777898809753252e-09,0.007105931790135654
NPAS4,11,65945050,65950753,0.005376489999999999,10,0.0537649,3.930823161452049e-07,0.007927148454217041
MRPL11,11,65959125,65962886,0.017921633333333332,3,0.0537649,8.18553258457238e-07,0.01046821354556931
RFPL4B,6,112777603,112778395,0.004480633333333333,12,0.05376759999999999,2.6201994589549453e-08,0.0074936676118441195
ALG6,1,63609029,63675466,0.0015823117647058825,34,0.0537986,2.7855432259084206e-09,0.00689032857710735
TTC22,1,55022811,55039529,0.0025619428571428573,21,0.0538008,3.6900052575061564e-07,0.00777310642027812
OAS3,12,111860631,111895438,0.001345205,40,0.0538082,1.7396422745423584e-08,0.007023233794658831
FASTKD3,5,7912271,7922115,0.00215336,25,0.053834,4.303131937518504e-08,0.007185783126434776
PROP1,5,177351841,177355849,0.004486616666666667,12,0.0538394,1.4250662504920516e-07,0.007787450993014094
ARL8B,3,5138929,5197601,0.0019941074074074075,27,0.0538409,0.0019941074074074075,0.0019941074074074075
OR2D3,11,6898808,6899801,0.002569852380952381,21,0.0539669,0.002569852380952381,0.002569852380952381
KCNK16,6,39390575,39398294,0.002159604,25,0.05399009999999999,1.3427879731478111e-08,0.0070453607629306966
GPRC5B,16,19777793,19803652,0.0022497750000000003,24,0.053994600000000004,9.135407063757966e-09,0.006995990857069917
GPD1L,3,32123147,32185204,0.0009474859649122807,57,0.0540067,0.0009474859649122807,0.0009474859649122807
ZNF484,9,94648171,94680111,0.00360332,15,0.0540498,4.886004007395554e-07,0.008101322406407907
ALDH1L1,3,127352632,127360172,0.0020019814814814813,27,0.0540535,1.282748724162899e-07,0.007698462711725039
OR8S1,12,47205681,47208153,0.0041584384615384615,13,0.054059699999999995,0.0041584384615384615,0.0041584384615384615
STAU1,20,47163282,47238695,0.0020036592592592595,27,0.0540988,7.256987497662778e-08,0.007140853684607643
CNOT2,12,69017435,69026113,0.0031825352941176467,17,0.054103099999999994,2.9118773822250317e-07,0.008111685327229352
TIMM17A,1,200191270,200206412,0.003607633333333333,15,0.054114499999999996,3.0365679770145237e-07,0.00732137768482044
ACAA1,3,38139210,38153619,0.0036090333333333334,15,0.0541355,1.6998107412267488e-07,0.0075743190674185615
MYD88,3,38155008,38159516,0.004164269230769231,13,0.0541355,2.0796154008734876e-07,0.00804264986579854
RTN4,2,55052830,55131238,0.0010412326923076923,52,0.0541441,0.0010412326923076923,0.0010412326923076923
MARCH7,2,160323982,160333330,0.0067707374999999995,8,0.054165899999999996,0.0067707374999999995,0.0067707374999999995
APOA2,1,159458706,159460042,0.002579757142857143,21,0.054174900000000005,3.800566038349419e-07,0.007668533216324904
TOMM40L,1,159462717,159467031,0.0027087450000000002,20,0.054174900000000005,0.0027087450000000002,0.0027087450000000002
VPS4A,16,67902787,67916447,0.00338606875,16,0.0541771,1.2286178411561712e-08,0.006971655119081192
KLK10,19,56207811,56215243,0.0027096049999999995,20,0.05419209999999999,4.710781918596649e-08,0.007570249837633503
KLK11,19,56218159,56221684,0.0036128066666666664,15,0.05419209999999999,0.0036128066666666664,0.0036128066666666664
KLK12,19,56224159,56230298,0.0036128066666666664,15,0.05419209999999999,4.0946057439813033e-08,0.007264763294835309
SPATA9,5,95019775,95044470,0.0023573260869565217,23,0.054218499999999996,3.4654383391866565e-08,0.007075093803069606
C17orf50,17,31112028,31116211,0.0067795500000000005,8,0.054236400000000004,0.0067795500000000005,0.0067795500000000005
UGP2,2,63922517,63972200,0.0017508258064516129,31,0.0542756,3.410795342528817e-08,0.007525991242055676
GOT2,16,57298535,57325747,0.0017525548387096771,31,0.054329199999999994,2.8546785595953368e-08,0.007804811647489769
UBXN10,1,20389641,20390484,0.006794212499999999,8,0.05435369999999999,0.006794212499999999,0.006794212499999999
PEPD,19,38569702,38704641,0.0007157697368421053,76,0.0543985,1.6228751261138924e-07,0.008167591439592422
INSL4,9,5221418,5223967,0.006800375,8,0.054403,1.8321533857780916e-07,0.008842451913044919
TOP2B,3,25614478,25680835,0.0018764896551724138,29,0.0544182,5.74925123371236e-08,0.007530342275735254
RRS1,8,67503816,67505522,0.005443089999999999,10,0.0544309,2.989934488749651e-08,0.007055707596786335
CCDC69,5,150540805,150583847,0.0013609075000000001,40,0.05443630000000001,0.0013609075000000001,0.0013609075000000001
CYP4F22,19,15480335,15524128,0.0020942230769230774,26,0.054449800000000007,0.0020942230769230774,0.0020942230769230774
KRT72,12,51265639,51281559,0.0016024323529411765,34,0.0544827,3.2660070377440533e-08,0.0071960401657143805
ZNF644,1,91176416,91259618,0.0018161633333333334,30,0.0544849,5.54153102873233e-09,0.006641001841556907
PINK1,1,20844587,20850591,0.002019,27,0.054513,2.6394916409582416e-07,0.007388101845578438
DDOST,1,20850846,20860624,0.0016519090909090908,33,0.054513,3.117013146758183e-09,0.011785869349554636
GLCCI1,7,7974947,8095234,0.0007789342857142858,70,0.0545254,2.0382163277733566e-08,0.007097713645492385
SP5,2,171280106,171282743,0.0027278050000000002,20,0.0545561,0.0027278050000000002,0.0027278050000000002
SNRPE,1,202097362,202106903,0.003896957142857143,14,0.054557400000000006,6.422326701553686e-07,0.007812211944879386
FZD2,17,39990450,39992433,0.005456230000000001,10,0.05456230000000001,4.723132044639174e-07,0.007553671575035248
KRT13,17,36912151,36915391,0.002872421052631579,19,0.054576,2.746213089136041e-07,0.008060380161678489
FRY,13,31733752,31768776,0.0018199066666666666,30,0.0545972,7.468661999220897e-09,0.007446587338603023
RNF8,6,37429725,37470492,0.0021843080000000003,25,0.0546077,0.0021843080000000003,0.0021843080000000003
IFI44,1,78888064,78902351,0.00364094,15,0.0546141,6.351819501937047e-07,0.007431886147112108
FEM1C,5,114884506,114908490,0.0036423600000000003,15,0.05463540000000001,5.304860870157825e-08,0.00940999079290814
RECQL,12,21513964,21545796,0.0014011666666666669,39,0.05464550000000001,1.2739873267302895e-07,0.008142535561519648
GOLT1B,12,21546066,21562357,0.0016559242424242426,33,0.05464550000000001,3.6497361151455466e-09,0.006820186686944885
ZNF750,17,78380598,78391220,0.0036432,15,0.054648,0.0036432,0.0036432
IL15,4,142777203,142874062,0.0015180861111111109,36,0.054651099999999994,5.067176966814419e-09,0.006559678536740866
C20orf27,20,3682157,3696452,0.003036744444444445,18,0.054661400000000006,2.140926687465391e-08,0.006842843630877333
ZC3H3,8,144590967,144694763,0.0011632021276595747,47,0.054670500000000004,1.4056318852618265e-09,0.007552488118098167
LRRC4,7,127455967,127457929,0.004207523076923078,13,0.054697800000000005,1.9454532312637602e-08,0.008846308401820107
GIT2,12,108870249,108918483,0.0030390055555555556,18,0.0547021,2.1834906128195953e-07,0.008134376706270551
E2F4,16,65783568,65790322,0.0036473733333333334,15,0.0547106,1.752846516545858e-07,0.008623110099226755
ELMO3,16,65790912,65795428,0.0039079,14,0.0547106,0.0039079,0.0039079
C1orf141,1,67330446,67373241,0.0016113529411764707,34,0.054786,4.263860227318368e-08,0.007958578100659839
LRIG1,3,66511910,66633535,0.0006524166666666666,84,0.054803,1.050740861352823e-08,0.0073546931217503215
CCDC50,3,192529567,192592658,0.0009457068965517241,58,0.054851,1.5530191791584405e-09,0.007236623803837357
ELK4,1,203855018,203868623,0.0036576466666666664,15,0.054864699999999995,4.5174431747703126e-07,0.00815505021092985
PDLIM5,4,95724574,95808400,0.0010352830188679245,53,0.05487,1.3390941763043669e-07,0.007842220633846804
LMBRD2,5,36139170,36187772,0.0027466700000000005,20,0.05493340000000001,0.0027466700000000005,0.0027466700000000005
SKP2,5,36187945,36219904,0.0017166687500000002,32,0.05493340000000001,2.575395631891132e-08,0.007322876503315726
TFCP2L1,2,121695003,121759245,0.00114463125,48,0.0549423,0.00114463125,0.00114463125
SCN11A,3,38896444,38911459,0.0039280999999999995,14,0.0549934,1.5498090548584688e-07,0.008649016170508965
SMO,7,128633226,128640619,0.0034406374999999996,16,0.055050199999999994,3.521460438077527e-07,0.007254389061849063
RCOR3,1,209552201,209556200,0.004589966666666666,12,0.05507959999999999,1.532258297616164e-07,0.0075780477728719054
MAGEF1,3,185910848,185912530,0.009181583333333333,6,0.0550895,7.716147245734954e-08,0.008337833852065827
PARP15,3,123817214,123838226,0.0019007241379310346,29,0.055121,7.253083726587752e-08,0.007695798234000388
PRTG,15,53734566,53755173,0.00367594,15,0.055139099999999996,0.00367594,0.00367594
KITLG,12,87424935,87450411,0.00344844375,16,0.0551751,3.264718423436323e-07,0.007251119819028951
YIPF1,1,54089993,54128041,0.0015766942857142858,35,0.055184300000000006,4.252099497788451e-08,0.006924431204336629
DIO1,1,54132471,54149347,0.002508377272727273,22,0.055184300000000006,5.091751497960429e-08,0.008232102477030493
FLCN,17,17068591,17081227,0.0030665055555555553,18,0.0551971,0.0030665055555555553,0.0030665055555555553
SLC6A3,5,1445909,1498538,0.0012266577777777779,45,0.0551996,4.141929156530497e-09,0.007615987491614589
REEP2,5,137802674,137810557,0.003066677777777778,18,0.0552002,0.003066677777777778,0.003066677777777778
KCNJ9,1,158317983,158325836,0.003943899999999999,14,0.055214599999999996,3.9244088397072766e-08,0.008038563760088217
IGSF8,1,158327761,158334931,0.003680973333333333,15,0.055214599999999996,4.929911240901191e-08,0.007248658464591939
PSMB5,14,22564899,22573949,0.0039439428571428565,14,0.05521519999999999,2.764773115543861e-08,0.007533561723994255
PSMB11,14,22581215,22583109,0.005521519999999999,10,0.05521519999999999,0.005521519999999999,0.005521519999999999
TRAPPC3,1,36374759,36387685,0.003249364705882353,17,0.055239199999999995,0.003249364705882353,0.003249364705882353
IPCEF1,6,154517437,154719592,0.00036856333333333335,150,0.0552845,1.5645653460053556e-08,0.007148719126341342
UBE2G2,21,45013382,45046166,0.001455071052631579,38,0.0552927,6.640914057572485e-09,0.007475503778859527
SOX13,1,202308868,202363494,0.0009537482758620689,58,0.055317399999999996,1.283027909603042e-08,0.007684289926323639
TFDP1,13,113335435,113343506,0.004257938461538461,13,0.05535319999999999,5.619585121034025e-07,0.008221774876038652
MEOX2,7,15617361,15692833,0.0008516323076923078,65,0.055356100000000005,7.61266337285538e-08,0.0077677794891837975
JAK2,9,4975244,5117995,0.0009547603448275862,58,0.0553761,5.337983944983617e-08,0.007133976917946407
CX3CL1,16,55963914,55976457,0.0032599705882352943,17,0.055419500000000003,1.020608924695921e-07,0.00899072699522296
GPSM2,1,109221125,109274567,0.001732703125,32,0.0554465,1.2868321789895739e-08,0.007609083430123141
CSN3,4,71142921,71151734,0.0019808642857142853,28,0.05546419999999999,4.153518337591804e-09,0.006677052428168801
PIK3R5,17,8732212,8809749,0.0012060760869565216,46,0.055479499999999994,2.0535396769201108e-07,0.007935883516491975
TPK1,7,143779966,144164079,0.00033233532934131736,167,0.0555,4.0439771057684545e-08,0.0073852560973512995
RXFP3,5,33972247,33974099,0.0032666235294117646,17,0.0555326,0.0032666235294117646,0.0032666235294117646
SLC45A2,5,33987271,34020537,0.0014613842105263158,38,0.0555326,0.0014613842105263158,0.0014613842105263158
SST,3,188869387,188870895,0.0025265590909090913,22,0.05558430000000001,5.526150900681701e-08,0.007123250326736936
TIGD6,5,149354538,149356104,0.003706593333333334,15,0.05559890000000001,4.4750808911415e-08,0.007922984351573714
CDK5RAP2,9,122208245,122338625,0.0012936,43,0.0556248,0.0012936,0.0012936
RPL10L,14,46189969,46190778,0.007950257142857143,7,0.0556518,5.706833900586791e-08,0.0074187511398802666
MEF2A,15,97990705,98071524,0.0011358469387755103,49,0.055656500000000005,0.0011358469387755103,0.0011358469387755103
PCBP3,21,46140549,46186795,0.0012650363636363636,44,0.0556616,4.7982533010211743e-08,0.007583287685945017
DDX59,1,198879787,198905749,0.00242264347826087,23,0.05572080000000001,0.00242264347826087,0.00242264347826087
COPS8,2,237658822,237672228,0.006192777777777778,9,0.055735,2.0881986044708065e-07,0.008176902713998117
SS18,18,21868966,21924609,0.003096527777777778,18,0.0557375,3.4624524614461746e-07,0.007815948950600882
ATP2A2,12,109268388,109273280,0.00797402857142857,7,0.0558182,4.242456905982765e-07,0.007774741341901835
CFL1,11,65378881,65382677,0.003286235294117647,17,0.055866,0.003286235294117647,0.003286235294117647
PHC1,12,8958582,8985327,0.0018624100000000003,30,0.05587230000000001,0.0018624100000000003,0.0018624100000000003
M6PR,12,8984230,8993519,0.003104016666666667,18,0.05587230000000001,2.2320590252542986e-08,0.007994633211656988
F3,1,94778400,94779903,0.0039910499999999995,14,0.05587469999999999,2.081009576583258e-07,0.007806778779954468
CLDN20,6,155638545,155639205,0.006984675,8,0.0558774,0.006984675,0.006984675
HBEGF,5,139692611,139706372,0.00349234375,16,0.0558775,1.1916337667739583e-08,0.007127626104153875
CCL18,17,31415755,31422954,0.0027943650000000005,20,0.05588730000000001,0.0027943650000000005,0.0027943650000000005
RNF186,1,20013108,20014358,0.001996117857142857,28,0.0558913,1.1471642259928792e-07,0.007274966709204908
LHX4,1,178466064,178510811,0.0009477,59,0.0559143,0.0009477,0.0009477
ZBTB10,8,81561002,81597165,0.003728706666666667,15,0.055930600000000004,9.754217571005397e-07,0.007613732864543608
RSRC1,3,159310588,159745270,0.00042057819548872185,133,0.055936900000000005,0.00042057819548872185,0.00042057819548872185
DEAF1,11,634224,685740,0.0012714136363636364,44,0.055942200000000004,2.2063492596398486e-07,0.007440222724784499
MRPL45,17,33706516,33732628,0.0069930999999999995,8,0.055944799999999996,4.770952580902013e-08,0.008286087080507563
GPR179,17,33735018,33753219,0.0043034461538461535,13,0.055944799999999996,0.0043034461538461535,0.0043034461538461535
LZTFL1,3,45840449,45932538,0.0010767673076923076,52,0.0559919,1.4902803842364556e-08,0.007203029841470806
CXADR,21,17841215,17887768,0.0013022232558139535,43,0.0559956,6.554535287122245e-08,0.00759644870303596
RPL34,4,109761197,109771088,0.0043091769230769236,13,0.0560193,2.248552768979404e-07,0.007476907710499356
KIT,4,55288338,55292307,0.00350456875,16,0.0560731,6.376520240272162e-07,0.00748369825341027
SFTPB,2,85739494,85748885,0.004679841666666667,12,0.0561581,6.279267986650201e-08,0.007760871893131183
ANKRD36,2,97192702,97229826,0.0280829,2,0.0561658,6.982214121036939e-07,0.010446235885426512
PHOX2B,4,41440855,41445744,0.008024542857142858,7,0.05617180000000001,1.3728295814525914e-07,0.008194418827048973
FXR2,17,7435271,7458796,0.0033077647058823534,17,0.056232000000000004,1.2503867391837024e-07,0.007624686029448642
ZBED5,11,10832761,10836168,0.0031247611111111114,18,0.0562457,0.0031247611111111114,0.0031247611111111114
SEMA6C,1,149375956,149385728,0.003308735294117647,17,0.0562485,7.4853692903948e-08,0.007554071474839629
FAM131C,1,16256850,16272714,0.0033093235294117647,17,0.0562585,0.0033093235294117647,0.0033093235294117647
PARG,10,50697329,51041337,0.004329023076923077,13,0.0562773,0.004329023076923077,0.004329023076923077
DIS3L,15,64374379,64413290,0.0019406241379310344,29,0.0562781,0.0019406241379310344,0.0019406241379310344
TIPIN,15,64416061,64436108,0.004019864285714285,14,0.0562781,0.004019864285714285,0.004019864285714285
XKR9,8,71744153,71810731,0.002962321052631579,19,0.056284100000000004,0.002962321052631579,0.002962321052631579
OR5AK2,11,56512964,56513894,0.0070371375,8,0.0562971,0.0070371375,0.0070371375
OR5A2,11,58946027,58947002,0.006260944444444445,9,0.0563485,4.2623215989730273e-07,0.007767421970506327
C14orf93,14,22525950,22549192,0.0029657999999999998,19,0.056350199999999996,7.760397054757131e-08,0.007364588180599385
ORAI2,7,101861000,101884273,0.0026836857142857147,21,0.05635740000000001,0.0026836857142857147,0.0026836857142857147
ALKBH4,7,101883694,101892293,0.003130966666666667,18,0.05635740000000001,4.586743650881471e-07,0.007602033241901159
SLC6A20,3,45774415,45788835,0.001943751724137931,29,0.0563688,5.022709418622056e-08,0.008510787736088777
RPAP3,12,46343340,46386041,0.002818655,20,0.0563731,0.002818655,0.002818655
MRPS2,9,137532303,137536340,0.0037613266666666673,15,0.05641990000000001,0.0037613266666666673,0.0037613266666666673
ERMP1,9,5802736,5823081,0.0031358055555555557,18,0.0564445,0.0031358055555555557,0.0031358055555555557
MPDZ,9,13109500,13130038,0.0037636333333333333,15,0.0564545,3.4644030692449344e-07,0.008330909364689299
INF2,14,104244634,104256992,0.002822925,20,0.0564585,7.788178824378421e-09,0.0077763361964460756
XPO5,6,43598050,43651642,0.002172530769230769,26,0.0564858,2.762318470354352e-07,0.007575170608852953
POLH,6,43662502,43696238,0.0035303625,16,0.0564858,4.55264190688164e-07,0.008091620144197923
FN3K,17,78288865,78301060,0.005136190909090909,11,0.0564981,5.360258619360535e-08,0.00720098641164453
GFPT2,5,179660305,179712921,0.001066166037735849,53,0.056506799999999996,0.001066166037735849,0.001066166037735849
LCP1,13,45598058,45654395,0.0008562030303030304,66,0.05650940000000001,6.602335711023616e-08,0.007778456870325869
LRRC52,1,163779867,163799822,0.0013147279069767445,43,0.05653330000000001,0.0013147279069767445,0.0013147279069767445
LRRC7,1,70274714,70361759,0.0010475592592592592,54,0.0565682,1.4745528311960782e-07,0.007695331123411411
DLX1,2,172658453,172662647,0.004041692857142857,14,0.0565837,0.004041692857142857,0.004041692857142857
ZFAND2B,2,219780194,219782613,0.009431,6,0.056586000000000004,0.009431,0.009431
GTSE1,22,45104607,45108847,0.005660610000000001,10,0.056606100000000006,5.6457225420948054e-08,0.007723126234380823
TACR3,4,104730073,104860422,0.0010684584905660377,53,0.0566283,0.0010684584905660377,0.0010684584905660377
C10orf53,10,50557689,50586962,0.0020234000000000003,28,0.0566552,0.0020234000000000003,0.0020234000000000003
PLB1,2,28681025,28720117,0.0012591066666666668,45,0.05665980000000001,2.0138547686482415e-08,0.010231345562919186
MANBAL,20,35359112,35379077,0.004047742857142857,14,0.056668399999999994,1.7440615577603152e-08,0.0070290839757767044
PRG4,1,184532027,184550311,0.0033342588235294123,17,0.05668240000000001,1.2972914374532899e-07,0.0074744864667442915
OR5B12,11,57963255,57964200,0.005671369999999999,10,0.05671369999999999,1.5403455767662013e-07,0.0076154873428029455
IFITM2,11,298106,299410,0.005671810000000001,10,0.05671810000000001,8.946112042340886e-08,0.0074799195702653885
SPTBN5,15,39927635,39973567,0.00157755,36,0.0567918,1.5231286272691442e-08,0.007108324239287452
SPDYA,2,28892366,28917179,0.00284079,20,0.0568158,1.041077272123655e-08,0.009818185002092725
MS4A1,11,59979857,59994801,0.002705538095238095,21,0.0568163,1.4803747467262845e-08,0.006943231298492878
C11orf91,11,33676578,33678519,0.0033433529411764705,17,0.056837,0.0033433529411764705,0.0033433529411764705
LRIT3,4,111005723,111012920,0.002842435,20,0.056848699999999995,8.164200222070538e-08,0.007168673429687023
SSR3,3,157741236,157755629,0.002105685185185185,27,0.056853499999999994,1.4260436136273504e-07,0.007891003096854704
HIGD2B,15,70755175,70765543,0.011370739999999999,5,0.05685369999999999,0.011370739999999999,0.011370739999999999
OR2C1,16,3345889,3346925,0.002993736842105263,19,0.056880999999999994,1.494920651880655e-08,0.00782840351107384
PIGX,3,197923642,197947273,0.001962551724137931,29,0.056914,1.4828447237640445e-07,0.0073266262925278484
EMP3,19,53520440,53525622,0.00569269,10,0.0569269,4.985995529696182e-07,0.008121971051563011
SOHLH1,9,137725075,137731195,0.002846515,20,0.0569303,2.0622014182701465e-08,0.006517132543270214
NARS2,11,77824890,77963367,0.0009987929824561404,57,0.0569312,0.0009987929824561404,0.0009987929824561404
TMEM60,7,77261224,77261626,0.0056952800000000005,10,0.056952800000000005,4.7609983095643856e-08,0.009123518137748794
ALDH1L2,12,103942331,104002366,0.0010550592592592591,54,0.056973199999999995,2.2912676871018784e-09,0.007069525048015446
ENPP1,6,132224427,132240671,0.006330522222222221,9,0.056974699999999996,6.61616252550095e-07,0.008044975106151922
DBX2,12,43694805,43731149,0.002478469565217391,23,0.0570048,0.002478469565217391,0.002478469565217391
ADAD1,4,123520120,123570389,0.0025914500000000004,22,0.057011900000000004,1.0729829872257435e-07,0.007320180643080865
PDZK1,1,144439082,144475430,0.004385946153846154,13,0.0570173,6.629971924073107e-07,0.007554714191655744
C11orf16,11,8898198,8911129,0.0022814239999999998,25,0.0570356,5.322394033586908e-09,0.006848473646980793
ZDHHC24,11,66063310,66070247,0.004753383333333333,12,0.0570406,0.004753383333333333,0.004753383333333333
KLKB1,4,187385665,187416619,0.0015019631578947368,38,0.057074599999999996,1.5569075279445377e-08,0.007288614752164475
PDLIM1,10,96987618,97040771,0.0012146765957446808,47,0.0570898,4.0533484790868276e-08,0.008159981711637353
KLF17,1,44357108,44373396,0.002854515,20,0.057090300000000004,0.002854515,0.002854515
CDC42BPB,14,102479980,102500740,0.003171755555555555,18,0.05709159999999999,2.4549821787282493e-08,0.007308561889299318
SEPT8,5,132119595,132141460,0.0033587705882352943,17,0.0570991,0.0033587705882352943,0.0033587705882352943
HES4,1,924206,925333,0.007140275,8,0.0571222,0.007140275,0.007140275
SEMA4G,10,102722275,102735362,0.0030085052631578946,19,0.0571616,9.526878269335244e-09,0.007146925993748081
NUDCD1,8,110356756,110411338,0.00357439375,16,0.0571903,0.00357439375,0.00357439375
FXYD6,11,117214947,117252577,0.0012713755555555557,45,0.0572119,0.0012713755555555557,0.0012713755555555557
PLD1,3,172853725,172878337,0.0038150933333333335,15,0.057226400000000004,4.0261697414015433e-07,0.007628966116642143
KRTAP4-4,17,36569431,36570509,0.01144698,5,0.057234900000000005,0.01144698,0.01144698
RSAD1,17,45911188,45918335,0.004769625,12,0.0572355,5.186838342157678e-07,0.00765717990978813
ELF5,11,34469719,34491906,0.0016354,35,0.057239,2.034295745250888e-07,0.008418023180011003
SPINT2,19,43447041,43474948,0.0023850125,24,0.0572403,5.024662423441601e-08,0.0074929062913639
BICD2,9,94513465,94566904,0.0027267333333333334,21,0.057261400000000004,2.265750481202238e-08,0.008264534791406257
GLRA1,5,151182380,151284596,0.0010419163636363636,55,0.0573054,1.5802855498766708e-09,0.006717238433409427
PRUNE2,9,78628000,78710823,0.0009098111111111112,63,0.057318100000000004,2.4592947190846794e-08,0.007423842043786665
TMC8,17,73645513,73647404,0.0031861277777777783,18,0.05735030000000001,0.0031861277777777783,0.0031861277777777783
GLYATL2,11,58358115,58368573,0.0028685100000000003,20,0.0573702,9.02005955009671e-09,0.008788477521706348
IGFL3,19,51315167,51319771,0.009564533333333331,6,0.05738719999999999,0.009564533333333331,0.009564533333333331
CLDN17,21,30460131,30460806,0.005219136363636364,11,0.0574105,5.683995923804463e-07,0.007685057834854842
RCE1,11,66367458,66370579,0.008207285714285714,7,0.057451,1.37529625741151e-06,0.008482453856567151
PC,11,66372572,66482423,0.0014012439024390245,41,0.057451,3.2980651466089744e-09,0.007049921907570173
LRFN4,11,66381571,66384521,0.007181375,8,0.057451,4.718832633246813e-08,0.007547062371442524
IL34,16,69237968,69252085,0.003191844444444444,18,0.057453199999999996,2.6672913292773135e-08,0.007611018278435396
PCMTD2,20,62357491,62378023,0.00229818,25,0.0574545,5.032209122019285e-09,0.007365213453766903
FSCN3,7,127020924,127029079,0.00383538,15,0.057530700000000004,0.00383538,0.00383538
PAX4,7,127039041,127042960,0.0063923,9,0.057530700000000004,3.816497034716371e-07,0.007963339334885064
OR4X1,11,48241988,48242906,0.003028842105263158,19,0.057548,0.003028842105263158,0.003028842105263158
SLC26A9,1,204148799,204179211,0.0008861461538461538,65,0.0575995,4.778416566888566e-09,0.007036691783087688
VNN2,6,133106701,133126291,0.001556872972972973,37,0.0576043,0.001556872972972973,0.001556872972972973
LRRC8D,1,90171215,90173792,0.009602616666666666,6,0.05761569999999999,1.713594573685758e-07,0.007722550732988715
PNPLA3,22,42650951,42691766,0.0015166157894736841,38,0.0576314,0.0015166157894736841,0.0015166157894736841
PDYN,20,1907401,1922702,0.0021345185185185187,27,0.057632,4.2242330069281235e-08,0.007536628101017149
RB1,13,47832153,47849171,0.006405466666666667,9,0.0576492,2.0580351614103858e-07,0.007962771255059677
TGFB1I1,16,31392262,31396781,0.0057651,10,0.057651,9.630072674664764e-08,0.007722672591077102
SLC5A2,16,31401939,31409592,0.0096085,6,0.057651,2.1292177737208214e-07,0.007633580402374785
